Unnamed: 0,Administration,NAME,Type,titre,titre_encoded,IREL_url,Coordonnees,latitude,longitude,Administration_bis,Lieu-dit_bis
8072,Algérie,L\'Alma ,,L\Alma (Algérie),L%5CAlma%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CAlma%20%28Alg%C3%A9rie%29,,,,,
8073,Canada,L\'Anse-au-Loup ,,L\Anse-au-Loup (Canada),L%5CAnse-au-Loup%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CAnse-au-Loup%20%28Canada%29,,,,,
8074,Algérie,L\'Arba ,,L\Arba (Algérie),L%5CArba%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CArba%20%28Alg%C3%A9rie%29,,,,,
8075,"Saint-Domingue, Île de",L\'Arcahaye ,,L\Arcahaye (Saint-DomingueÎle de),L%5CArcahaye%20%28Saint-Domingue%C3%8Ele%20de%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CArcahaye%20%28Saint-Domingue%C3%8Ele%20de%29,,,,,
8076,"Saint-Domingue, Île de",L\'Asile ,,L\Asile (Saint-DomingueÎle de),L%5CAsile%20%28Saint-Domingue%C3%8Ele%20de%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CAsile%20%28Saint-Domingue%C3%8Ele%20de%29,,,,,
8077,Canada,L\'Assomption,Cours d\'eau ,L\AssomptionCours d\eau (Canada),L%5CAssomptionCours%20d%5Ceau%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CAssomptionCours%20d%5Ceau%20%28Canada%29,,,,,
8078,Canada,L\'Assomption,Seigneurie ,L\AssomptionSeigneurie (Canada),L%5CAssomptionSeigneurie%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CAssomptionSeigneurie%20%28Canada%29,,,,,
8079,"Guadeloupe, Île de la",L\'Espérance,Montagne de ,L\EspéranceMontagne de (GuadeloupeÎle de la),L%5CEsp%C3%A9ranceMontagne%20de%20%28Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CEsp%C3%A9ranceMontagne%20de%20%28Guadeloupe%C3%8Ele%20de%20la%29,,,,,
8080,"Saint-Domingue, Île de",L\'Ester ,,L\Ester (Saint-DomingueÎle de),L%5CEster%20%28Saint-Domingue%C3%8Ele%20de%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CEster%20%28Saint-Domingue%C3%8Ele%20de%29,,,,,
8081,"Réunion, Île de la",L\'Étang-Salé ,,L\Étang-Salé (RéunionÎle de la),L%5C%C3%89tang-Sal%C3%A9%20%28R%C3%A9union%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5C%C3%89tang-Sal%C3%A9%20%28R%C3%A9union%C3%8Ele%20de%20la%29,,,,,
8082,Algérie,L\'Hillil ,,L\Hillil (Algérie),L%5CHillil%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CHillil%20%28Alg%C3%A9rie%29,,,,,
8083,Gers ; France,L\'Isle-de-Noé ,,L\Isle-de-Noé (Gers ; France),L%5CIsle-de-No%C3%A9%20%28Gers%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CIsle-de-No%C3%A9%20%28Gers%20%3B%20France%29,,,,,
8084,Gers ; France,L\'Isle-Jourdain ,,L\Isle-Jourdain (Gers ; France),L%5CIsle-Jourdain%20%28Gers%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CIsle-Jourdain%20%28Gers%20%3B%20France%29,,,,,
8085,Vaucluse ; France,L\'Isle-sur-la-Sorgue ,,L\Isle-sur-la-Sorgue (Vaucluse ; France),L%5CIsle-sur-la-Sorgue%20%28Vaucluse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CIsle-sur-la-Sorgue%20%28Vaucluse%20%3B%20France%29,,,,,
8086,Canada,L\'Islet,Seigneurie ,L\IsletSeigneurie (Canada),L%5CIsletSeigneurie%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CIsletSeigneurie%20%28Canada%29,,,,,
8087,Morbihan ; France,L\'Orient ,,L\Orient (Morbihan ; France),L%5COrient%20%28Morbihan%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5COrient%20%28Morbihan%20%3B%20France%29,,,,,
8088,Algérie,L\'Ouarsenis,Commune mixte ,L\OuarsenisCommune mixte (Algérie),L%5COuarsenisCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5COuarsenisCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,
8089,"Le Gosier ; Guadeloupe, Île de la",L\'Union,Fort ,L\UnionFort (Le Gosier ; GuadeloupeÎle de la),L%5CUnionFort%20%28Le%20Gosier%20%3B%20Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%5CUnionFort%20%28Le%20Gosier%20%3B%20Guadeloupe%C3%8Ele%20de%20la%29,,,,,
8090,Isère ; France,L’Alpe-d’Huez ,,L’Alpe-d’Huez (Isère ; France),L%E2%80%99Alpe-d%E2%80%99Huez%20%28Is%C3%A8re%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%E2%80%99Alpe-d%E2%80%99Huez%20%28Is%C3%A8re%20%3B%20France%29,45.0926 6.0685,45.0926,6.0685,,
8091,Algérie,L’Arbaa Naït Irathen ,,L’Arbaa Naït Irathen (Algérie),L%E2%80%99Arbaa%20Na%C3%AFt%20Irathen%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%E2%80%99Arbaa%20Na%C3%AFt%20Irathen%20%28Alg%C3%A9rie%29,36.6371 4.2058,36.6371,4.2058,,
8092,Algérie,L’Hillil,Commune mixte ,L’HillilCommune mixte (Algérie),L%E2%80%99HillilCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=L%E2%80%99HillilCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,
8093,Algérie,Maâdid ,,Maâdid (Algérie),Ma%C3%A2did%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ma%C3%A2did%20%28Alg%C3%A9rie%29,35.8167 4.8000,35.8167,4.8000,,
8094,Algérie,Maâdid,Commune mixte ,MaâdidCommune mixte (Algérie),Ma%C3%A2didCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ma%C3%A2didCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,
8095,Algérie,Maâlla ,,Maâlla (Algérie),Ma%C3%A2lla%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ma%C3%A2lla%20%28Alg%C3%A9rie%29,36.3793 4.3094,36.3793,4.3094,,
8096,Algérie,Maâtka ,,Maâtka (Algérie),Ma%C3%A2tka%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ma%C3%A2tka%20%28Alg%C3%A9rie%29,36.6198 3.9575,36.6198,3.9575,,
8097,Algérie,Maâziz ,,Maâziz (Algérie),Ma%C3%A2ziz%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ma%C3%A2ziz%20%28Alg%C3%A9rie%29,34.9093 -1.8114,34.9093,-1.8114,,
8098,République du Congo,Mabirou,Subdivision ,MabirouSubdivision (République du Congo),MabirouSubdivision%20%28R%C3%A9publique%20du%20Congo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MabirouSubdivision%20%28R%C3%A9publique%20du%20Congo%29,,,,,
8099,Algérie,Mac-Mahon ,,Mac-Mahon (Algérie),Mac-Mahon%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Mac-Mahon%20%28Alg%C3%A9rie%29,35.3767 5.9000,35.3767,5.9000,,
8100,Algérie,Mac-Mahon,Fort ,Mac-MahonFort (Algérie),Mac-MahonFort%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Mac-MahonFort%20%28Alg%C3%A9rie%29,,,,,
8101,"Le Marin ; Martinique, Île de la",Macabout ,,Macabout (Le Marin ; MartiniqueÎle de la),Macabout%20%28Le%20Marin%20%3B%20Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macabout%20%28Le%20Marin%20%3B%20Martinique%C3%8Ele%20de%20la%29,,,,,
8102,"Le Marin ; Martinique, Île de la",Macabou ,,Macabou (Le Marin ; MartiniqueÎle de la),Macabou%20%28Le%20Marin%20%3B%20Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macabou%20%28Le%20Marin%20%3B%20Martinique%C3%8Ele%20de%20la%29,,,,,
8103,Chine,Macao ,,Macao (Chine),Macao%20%28Chine%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macao%20%28Chine%29,22.2101 113.5509,22.2101,113.5509,,
8104,Brésil,Macapa ,,Macapa (Brésil),Macapa%20%28Br%C3%A9sil%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macapa%20%28Br%C3%A9sil%29,0.0385 -51.0672,0.0385,-51.0672,,
8105,Brésil,Macary,Cours d\'eau ,MacaryCours d\eau (Brésil),MacaryCours%20d%5Ceau%20%28Br%C3%A9sil%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacaryCours%20d%5Ceau%20%28Br%C3%A9sil%29,,,,,
8106,Brésil,Macary,Lac ,MacaryLac (Brésil),MacaryLac%20%28Br%C3%A9sil%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacaryLac%20%28Br%C3%A9sil%29,,,,,
8107,Brésil,Macary,Poste ,MacaryPoste (Brésil),MacaryPoste%20%28Br%C3%A9sil%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacaryPoste%20%28Br%C3%A9sil%29,,,,,
8108,Chine,Macau ,,Macau (Chine),Macau%20%28Chine%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macau%20%28Chine%29,22.2101 113.5509,22.2101,113.5509,,
8109,Algérie,Macdonald ,,Macdonald (Algérie),Macdonald%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macdonald%20%28Alg%C3%A9rie%29,36.1714 5.2356,36.1714,5.2356,,
8110,,Macédoine',,Macédoine,Mac%C3%A9doine,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Mac%C3%A9doine,41.6680 21.6950,41.6680,21.6950,,
8111,Franklin ; Pennsylvanie ; États-Unis,Machault,Fort ,MachaultFort (Franklin ; Pennsylvanie ; États-Unis),MachaultFort%20%28Franklin%20%3B%20Pennsylvanie%20%3B%20%C3%89tats-Unis%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MachaultFort%20%28Franklin%20%3B%20Pennsylvanie%20%3B%20%C3%89tats-Unis%29,,,,,
8112,Inde,Machilipatnam ,,Machilipatnam (Inde),Machilipatnam%20%28Inde%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Machilipatnam%20%28Inde%29,16.1844 81.1349,16.1844,81.1349,,
8113,Haute-Corse ; France,Macinaggio ,,Macinaggio (Haute-Corse ; France),Macinaggio%20%28Haute-Corse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macinaggio%20%28Haute-Corse%20%3B%20France%29,42.9591 9.4497,42.9591,9.4497,,
8114,Mali,Macina,Canal du ,MacinaCanal du (Mali),MacinaCanal%20du%20%28Mali%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacinaCanal%20du%20%28Mali%29,,,,,
8115,Mali,Macina,Cercle ,MacinaCercle (Mali),MacinaCercle%20%28Mali%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacinaCercle%20%28Mali%29,,,,,
8116,Mali,Macina ,,Macina (Mali),Macina%20%28Mali%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macina%20%28Mali%29,13.9664 -5.3612,13.9664,-5.3612,,
8117,Mali,Macina,Région géographique ,MacinaRégion géographique (Mali),MacinaR%C3%A9gion%20g%C3%A9ographique%20%28Mali%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacinaR%C3%A9gion%20g%C3%A9ographique%20%28Mali%29,,,,,
8118,Côte-d\'Or ; France,Maconge ,,Maconge (Côte-d\Or ; France),Maconge%20%28C%C3%B4te-d%5COr%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Maconge%20%28C%C3%B4te-d%5COr%20%3B%20France%29,,,,,
8119,Saône-et-Loire ; France,Mâcon ,,Mâcon (Saône-et-Loire ; France),M%C3%A2con%20%28Sa%C3%B4ne-et-Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=M%C3%A2con%20%28Sa%C3%B4ne-et-Loire%20%3B%20France%29,46.3067 4.8315,46.3067,4.8315,,
8120,Jura ; France,Macornay ,,Macornay (Jura ; France),Macornay%20%28Jura%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macornay%20%28Jura%20%3B%20France%29,46.6456 5.5422,46.6456,5.5422,,
8121,"Martinique, Île de la",Macouba ,,Macouba (MartiniqueÎle de la),Macouba%20%28Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macouba%20%28Martinique%C3%8Ele%20de%20la%29,,,,,
8122,Guyane française,Macouria,Cours d\'eau ,MacouriaCours d\eau (Guyane française),MacouriaCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacouriaCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,
8123,Guyane française,Macouria ,,Macouria (Guyane française),Macouria%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macouria%20%28Guyane%20fran%C3%A7aise%29,5.0108 -52.4728,5.0108,-52.4728,,
8124,Cayenne ; Guyane française,Macouria,Pointe ,MacouriaPointe (Cayenne ; Guyane française),MacouriaPointe%20%28Cayenne%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacouriaPointe%20%28Cayenne%20%3B%20Guyane%20fran%C3%A7aise%29,,,,,
8125,"Morne-à-l\'Eau ; Guadeloupe, Île de la",Macou,Pointe ,MacouPointe (Morne-à-l\Eau ; GuadeloupeÎle de la),MacouPointe%20%28Morne-%C3%A0-l%5CEau%20%3B%20Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacouPointe%20%28Morne-%C3%A0-l%5CEau%20%3B%20Guadeloupe%C3%8Ele%20de%20la%29,,,,,
8126,Charente-Maritime ; France,Macqueville ,,Macqueville (Charente-Maritime ; France),Macqueville%20%28Charente-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macqueville%20%28Charente-Maritime%20%3B%20France%29,45.8003 -0.2128,45.8003,-0.2128,,
8127,Algérie,Macta,Cours d\'eau ,MactaCours d\eau (Algérie),MactaCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MactaCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,
8128,Algérie,Macta,Plaine de la ,MactaPlaine de la (Algérie),MactaPlaine%20de%20la%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MactaPlaine%20de%20la%20%28Alg%C3%A9rie%29,,,,,
8129,Algérie,Madala ,,Madala (Algérie),Madala%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madala%20%28Alg%C3%A9rie%29,,,,,
8130,"Martinique, Île de la",Madame,Cours d\'eau ,MadameCours d\eau (MartiniqueÎle de la),MadameCours%20d%5Ceau%20%28Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MadameCours%20d%5Ceau%20%28Martinique%C3%8Ele%20de%20la%29,,,,,
8131,"Cap-Breton, Île du",Madame,Île ,MadameÎle (Cap-BretonÎle du),Madame%C3%8Ele%20%28Cap-Breton%C3%8Ele%20du%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madame%C3%8Ele%20%28Cap-Breton%C3%8Ele%20du%29,,,,,
8132,Niger,Madaoua ,,Madaoua (Niger),Madaoua%20%28Niger%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madaoua%20%28Niger%29,14.0730 5.9600,14.0730,5.9600,,
8133,,Madeira,Archipel de',MadeiraArchipel de,MadeiraArchipel%20de,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MadeiraArchipel%20de,,,,,
8134,"Baillif ; Guadeloupe, Île de la",Madeleine,Fort ,MadeleineFort (Baillif ; GuadeloupeÎle de la),MadeleineFort%20%28Baillif%20%3B%20Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MadeleineFort%20%28Baillif%20%3B%20Guadeloupe%C3%8Ele%20de%20la%29,,,,,
8135,Sénégal,Madeleine,Îles des ,MadeleineÎles des (Sénégal),Madeleine%C3%8Eles%20des%20%28S%C3%A9n%C3%A9gal%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madeleine%C3%8Eles%20des%20%28S%C3%A9n%C3%A9gal%29,,,,,
8136,Canada,Madeleine,Îles de la ,MadeleineÎles de la (Canada),Madeleine%C3%8Eles%20de%20la%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madeleine%C3%8Eles%20de%20la%20%28Canada%29,,,,,
8137,Algérie,Madena ,,Madena (Algérie),Madena%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madena%20%28Alg%C3%A9rie%29,34.7543 0.9829,34.7543,0.9829,,
8138,,Madère,Archipel de',MadèreArchipel de,Mad%C3%A8reArchipel%20de,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Mad%C3%A8reArchipel%20de,,,,,
8139,Guinée,Madiarédougou ,,Madiarédougou (Guinée),Madiar%C3%A9dougou%20%28Guin%C3%A9e%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madiar%C3%A9dougou%20%28Guin%C3%A9e%29,,,,,
8140,Conakry ; Guinée,Madina,Quartier ,MadinaQuartier (Conakry ; Guinée),MadinaQuartier%20%28Conakry%20%3B%20Guin%C3%A9e%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MadinaQuartier%20%28Conakry%20%3B%20Guin%C3%A9e%29,,,,,
8141,République du Congo,Madingou ,,Madingou (République du Congo),Madingou%20%28R%C3%A9publique%20du%20Congo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madingou%20%28R%C3%A9publique%20du%20Congo%29,-4.1634 13.5522,-4.1634,13.5522,,
8142,République du Congo,Madingou,Subdivision ,MadingouSubdivision (République du Congo),MadingouSubdivision%20%28R%C3%A9publique%20du%20Congo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MadingouSubdivision%20%28R%C3%A9publique%20du%20Congo%29,,,,,
8143,Gabon,Madiville ,,Madiville (Gabon),Madiville%20%28Gabon%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madiville%20%28Gabon%29,-0.8120 12.7267,-0.8120,12.7267,,
8144,Algérie,Madjiba ,,Madjiba (Algérie),Madjiba%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madjiba%20%28Alg%C3%A9rie%29,,,,,
8145,Gabon,Madjingo ,,Madjingo (Gabon),Madjingo%20%28Gabon%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madjingo%20%28Gabon%29,1.3721 14.0845,1.3721,14.0845,,
8146,Inde,Madoucouré ,,Madoucouré (Inde),Madoucour%C3%A9%20%28Inde%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madoucour%C3%A9%20%28Inde%29,11.8626 79.6098,11.8626,79.6098,,
8147,Inde,Madras ,,Madras (Inde),Madras%20%28Inde%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madras%20%28Inde%29,13.0633 80.2481,13.0633,80.2481,,
8148,Espagne,Madrid ,,Madrid (Espagne),Madrid%20%28Espagne%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madrid%20%28Espagne%29,40.4234 -3.7038,40.4234,-3.7038,,
8149,Inde,Madukarai ,,Madukarai (Inde),Madukarai%20%28Inde%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Madukarai%20%28Inde%29,11.8626 79.6098,11.8626,79.6098,,
8150,Thaïlande,Maenam Chao Praya,Cours d\'eau ,Maenam Chao PrayaCours d\eau (Thaïlande),Maenam%20Chao%20PrayaCours%20d%5Ceau%20%28Tha%C3%AFlande%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Maenam%20Chao%20PrayaCours%20d%5Ceau%20%28Tha%C3%AFlande%29,,,,,
8151,Sénégal,Mafou ,,Mafou (Sénégal),Mafou%20%28S%C3%A9n%C3%A9gal%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Mafou%20%28S%C3%A9n%C3%A9gal%29,16.6236 -14.5734,16.6236,-14.5734,,
8152,Algérie,Mafrag,Cours d\'eau ,MafragCours d\eau (Algérie),MafragCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MafragCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,
8153,,Magallanes,Détroit de',MagallanesDétroit de,MagallanesD%C3%A9troit%20de,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MagallanesD%C3%A9troit%20de,,,,,
8154,Niger,Magaria ,,Magaria (Niger),Magaria%20%28Niger%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Magaria%20%28Niger%29,13.0000 8.9085,13.0000,8.9085,,
8155,,Magellan,Détroit de',MagellanDétroit de,MagellanD%C3%A9troit%20de,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MagellanD%C3%A9troit%20de,,,,,
8156,Algérie,Magenta ,,Magenta (Algérie),Magenta%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Magenta%20%28Alg%C3%A9rie%29,34.7008 -0.7605,34.7008,-0.7605,,
8157,Algérie,Maghnia ,,Maghnia (Algérie),Maghnia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Maghnia%20%28Alg%C3%A9rie%29,34.8476 -1.7297,34.8476,-1.7297,,
8158,Afrique du Nord,Maghreb,Région géographique ,MaghrebRégion géographique (Afrique du Nord),MaghrebR%C3%A9gion%20g%C3%A9ographique%20%28Afrique%20du%20Nord%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MaghrebR%C3%A9gion%20g%C3%A9ographique%20%28Afrique%20du%20Nord%29,,,,,
8159,Algérie,Maginot ,,Maginot (Algérie),Maginot%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Maginot%20%28Alg%C3%A9rie%29,35.9397 3.4159,35.9397,3.4159,,
8160,Haute-Vienne ; France,Magnac-Laval ,,Magnac-Laval (Haute-Vienne ; France),Magnac-Laval%20%28Haute-Vienne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Magnac-Laval%20%28Haute-Vienne%20%3B%20France%29,46.2161 1.1678,46.2161,1.1678,,
8161,République du Congo,Magne ,,Magne (République du Congo),Magne%20%28R%C3%A9publique%20du%20Congo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Magne%20%28R%C3%A9publique%20du%20Congo%29,-4.1897 11.9406,-4.1897,11.9406,,
8162,Côte-d\'Or ; France,Magny-lès-Aubigny ,,Magny-lès-Aubigny (Côte-d\Or ; France),Magny-l%C3%A8s-Aubigny%20%28C%C3%B4te-d%5COr%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Magny-l%C3%A8s-Aubigny%20%28C%C3%B4te-d%5COr%20%3B%20France%29,,,,,
8163,Yonne ; France,Magny ,,Magny (Yonne ; France),Magny%20%28Yonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Magny%20%28Yonne%20%3B%20France%29,47.4832 3.9789,47.4832,3.9789,,
8164,Gabon,Magoumba ,,Magoumba (Gabon),Magoumba%20%28Gabon%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Magoumba%20%28Gabon%29,-2.3500 11.0500,-2.3500,11.0500,,
8165,Algérie,Magra ,,Magra (Algérie),Magra%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Magra%20%28Alg%C3%A9rie%29,35.5999 5.0666,35.5999,5.0666,,
8166,Afrique du Nord ; Région géographique,Magreb ,,Magreb (Afrique du Nord ; Région géographique),Magreb%20%28Afrique%20du%20Nord%20%3B%20R%C3%A9gion%20g%C3%A9ographique%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Magreb%20%28Afrique%20du%20Nord%20%3B%20R%C3%A9gion%20g%C3%A9ographique%29,,,,,
8167,Mali,Magui,Lac ,MaguiLac (Mali),MaguiLac%20%28Mali%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MaguiLac%20%28Mali%29,,,,,
8168,Guyana,Mahaicony ,,Mahaicony (Guyana),Mahaicony%20%28Guyana%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Mahaicony%20%28Guyana%29,6.5746 -57.8054,6.5746,-57.8054,,
8169,"Guadeloupe, Île de la",Mahault,Cours d\'eau ,MahaultCours d\eau (GuadeloupeÎle de la),MahaultCours%20d%5Ceau%20%28Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MahaultCours%20d%5Ceau%20%28Guadeloupe%C3%8Ele%20de%20la%29,,,,,
