,Administration,Lieu-dit,Type,Inutile
8122,Guyane française,Macouria,Cours d\eau ,
8123,Guyane française,Macouria ,,
8124,Cayenne ; Guyane française,Macouria,Pointe ,
8125,"Morne-à-l\'Eau ; Guadeloupe, Île de la",Macou,Pointe ,
8126,Charente-Maritime ; France,Macqueville ,,
8127,Algérie,Macta,Cours d\eau ,
8128,Algérie,Macta,Plaine de la ,
8129,Algérie,Madala ,,
8130,"Martinique, Île de la",Madame,Cours d\eau ,
8131,"Cap-Breton, Île du",Madame,Île ,
8132,Niger,Madaoua ,,
8133,,Madeira,Archipel de,
8134,"Baillif ; Guadeloupe, Île de la",Madeleine,Fort ,
8135,Sénégal,Madeleine,Îles des ,
8136,Canada,Madeleine,Îles de la ,
8137,Algérie,Madena ,,
8138,,Madère,Archipel de,
8139,Guinée,Madiarédougou ,,
8140,Conakry ; Guinée,Madina,Quartier ,
8141,République du Congo,Madingou ,,
8142,République du Congo,Madingou,Subdivision ,
8143,Gabon,Madiville ,,
8144,Algérie,Madjiba ,,
8145,Gabon,Madjingo ,,
8146,Inde,Madoucouré ,,
8147,Inde,Madras ,,
8148,Espagne,Madrid ,,
8149,Inde,Madukarai ,,
8150,Thaïlande,Maenam Chao Praya,Cours d\eau ,
8151,Sénégal,Mafou ,,
8152,Algérie,Mafrag,Cours d\eau ,
8153,,Magallanes,Détroit de,
8154,Niger,Magaria ,,
8155,,Magellan,Détroit de,
8156,Algérie,Magenta ,,
8157,Algérie,Maghnia ,,
8158,Afrique du Nord,Maghreb,Région géographique ,
8159,Algérie,Maginot ,,
8160,Haute-Vienne ; France,Magnac-Laval ,,
8161,République du Congo,Magne ,,
8162,Côte-d\'Or ; France,Magny-lès-Aubigny ,,
8163,Yonne ; France,Magny ,,
8164,Gabon,Magoumba ,,
8165,Algérie,Magra ,,
8166,Afrique du Nord ; Région géographique,Magreb ,,
8167,Mali,Magui,Lac ,
8168,Guyana,Mahaicony ,,
8169,"Guadeloupe, Île de la",Mahault,Cours d\eau ,
8170,"Saint-Pierre ; Réunion, Île de la",Mahavel ,,
8171,Tunisie,Mahdia ,,
8172,Algérie,Mahelma ,,
8173,Inde,Mahé ,,
8174,Algérie,Mahia ,,
8175,Guyana,Mahicony ,,
8176,Mali,Mahina ,,
8177,"Minorque, Île de",Mahon ,,
8178,Algérie,Mahouan ,,
8179,Guyane française,Mahury,Cours d\eau ,
8180,Guyane française,Mahury,Îlot ,
8181,Remire-Montjoly ; Guyane française,Mahury ,,
8182,Algérie,Maïda ,,
8183,"Grenade, Île de",Maigrin ,,
8184,Vendée ; France,Maillezais ,,
8185,Algérie,Maillot ,,
8186,Algérie,Maillot,Commune mixte ,
8187,France,Maine-et-Loire,Département ,
8188,France,Maine,Région géographique ,
8189,Allemagne,Mainz ,,
8190,Algérie,Maïn ,,
8191,Algérie,Maison-Blanche ,,
8192,Algérie,Maison-Blanche,Arrondissement ,
8193,Algérie,Maison-Carrée ,,
8194,Creuse ; France,Maison-Feyne ,,
8195,Cher ; France,Maisonnais ,,
8196,Val-de-Marne ; France,Maisons-Alfort ,,
8197,Eure-et-Loir ; France,Maisons ,,
8198,Algérie,Maïz,Cours d\eau ,
8199,"Baléares, Îles",Majorque,Île ,
8200,République du Congo,Makabana ,,
8201,Mali,Makandiambougou ,,
8202,Cameroun,Makary ,,
8203,Bénin,Maka ,,
8204,,Makedonija,,
8205,Bénin,Makéri ,,
8206,Mali,Makhana,Région géographique ,
8207,Arabie Saoudite,Makkah ,,
8208,Gabon,Makokou/N\Djolé,Voie ferrée ,
8209,Gabon,Makokou ,,
8210,Gabon,Makokou,Subdivision ,
8211,Guinée/Sierra Leone,Makona,Cours d\eau ,
8212,République du Congo,Makoua ,,
8213,République du Congo,Makoua,Subdivision ,
8214,Algérie,Makouda ,,
8215,République centrafricaine,Makourou ,,
8216,Inde,Malabar,Côte de ,
8217,Guinée équatoriale,Malabo ,,
8218,Malaisie,Malacca ,,
8219,Espagne,Malaga ,,
8220,Guinée,Malaguia ,,
8221,Algérie,Malah ,,
8222,,Malaisie,,
8223,Algérie,Malakoff ,,
8224,Hauts-de-Seine ; France,Malakoff ,,
8225,Côte d\'Ivoire,Malamalasso ,,
8226,Bénin,Malanville/Parakou,Route ,
8227,Bénin,Malanville ,,
8228,Meuse ; France,Malaumont ,,
8229,Haute-Saône ; France,Malbouhans ,,
8230,,Maldives,Îles,
8231,République démocratique du Congo/République du Congo,Malebo,Lac ,
8232,Guinée,Maléghia ,,
8233,"Vanuatu, Archipel du",Malekula,Île ,
8234,République du Congo,Malembé ,,
8235,Sénégal,Malème Niani ,,
8236,"Bouillante ; Guadeloupe, Île de la",Malendure ,,
8237,Gabon,Maléne ,,
8238,Orne ; France,Mâle ,,
8239,"La Trinité ; Martinique, Île de la",Malgré-Tout,Habitation ,
8240,"La Trinité ; Martinique, Île de la",Malgrétout,Habitation ,
8241,,Mali,,
8242,Guinée,Maliguiagbé ,,
8243,Cameroun,Malimba ,,
8244,Belgique,Malines ,,
8245,Guyane française,Malingre,Île du ,
8246,Puy-de-Dôme ; France,Malintrat ,,
8247,Guinée,Mali ,,
8248,"Vanuatu, Archipel du",Mallicolo,Île ,
8249,Sinnamary ; Guyane française,Malmanoury ,,
8250,Belgique,Malmédy ,,
8251,République centrafricaine,Malongo ,,
8252,Gard ; France,Malons-et-Elze ,,
8253,,Malouines,Îles,
8254,Cayenne ; Guyane française,Malouins,Îlets ,
8255,"Prince-Édouard, Île du",Malpèque ,,
8256,Allemagne,Malschenberg ,,
8257,Allemagne,Malsch ,,
8258,,Malte,Archipel de,
8259,,Malte,Île de,
8260,,Malvinas,Îles,
8261,Meurthe-et-Moselle ; France,Malzéville ,,
8262,Sénégal,Mamakono ,,
8263,République centrafricaine,Mambéré,Cours d\eau ,
8264,République du Congo,Mambili,Cours d\eau ,
8265,Mali,Mambiri,Massif du ,
8266,Guyane française,Mamelles,Îlets ,
8267,Sénégal,Mamelles,Montagnes ,
8268,Sarthe ; France,Mamers ,,
8269,Guinée,Mamou ,,
8270,Cameroun,Mampang ,,
8271,Ghana,Mampoursi,Région géographique ,
8272,Ghana,Mamprusi,Région géographique ,
8273,Inde,Manamoutty,Canal ,
8274,Drôme ; France,Manas ,,
8275,New York ; États-Unis,Manatte ,,
8276,Guyane française,Mana,Cours d\eau ,
8277,Guyane française,Mana ,,
8278,"Petit-Canal ; Guadeloupe, Île de la",Mancenillier ,,
8279,Louisiane ; États-Unis,Manchac,Poste ,
8280,France,Manche,Département ,
8281,,Manche,Mer,
8282,Cameroun,Mandara,Circonscription ,
8283,Cameroun/Nigeria,Mandara,Massif du ,
8284,Chine,Mandchourie,Région géographique ,
8285,Doubs ; France,Mandeure ,,
8286,Guinée/Mali,Mandé,Région géographique ,
8287,Guinée/Mali,Manding,Région géographique ,
8288,Tchad,Mandjatezzé ,,
8289,Gabon,Mandji ,,
8290,Gabon,Mandji,Île ,
8291,Guinée,Manéah ,,
8292,Guinée,Manéah,Région géographique ,
8293,Inde,Mangalam ,,
8294,Inde,Mangalom ,,
8295,Inde,Mangalore ,,
8296,Burkina Faso,Manga,Cercle ,
8297,Niger,Manga,Région géographique ,
8298,"Nouvelle-Calédonie, Île de la",Manghine ,,
8299,Inde,Mangicoupam ,,
8300,Algérie,Mangin ,,
8301,République du Congo,Mangi,Cours d\eau ,
8302,Puy-de-Dôme ; France,Manglieu ,,
8303,Côte d\'Ivoire,Mangotou,Région géographique ,
8304,Togo,Mango,Cercle ,
8305,Togo,Mango ,,
8306,Tchad,Mangueigne,Subdivision ,
8307,Bénin,Manigri ,,
8308,"Philippines, Archipel des",Manille ,,
8309,Côte d\'Ivoire,Mani ,,
8310,Inde,Manjakuppam ,,
8311,Cameroun,Manjo/N\Kongsamba,Route ,
8312,Côte d\'Ivoire,Mankono,Subdivision ,
8313,Cameroun,Manoca ,,
8314,Alpes-de-Haute-Provence ; France,Manosque ,,
8315,"Saint-Domingue, Île de",Manquets,Plaine des ,
8316,Algérie,Mansourah ,,
8317,Algérie,Mansourah,Cours d\eau ,
8318,Algérie,Mansourah,Djebel ,
8319,Algérie,Mansoura ,,
8320,Algérie,Mansoura,Cours d\eau ,
8321,Algérie,Mansouria,Île ,
8322,Yvelines ; France,Mantes-la-Jolie ,,
8323,Yvelines ; France,Mantes-sur-Seine ,,
8324,Haute-Saône ; France,Mantoche ,,
8325,Jura ; France,Mantry ,,
8326,Sénégal,Manuel,Cap ,
8327,République du Congo,Manyanga ,,
8328,Côte d\'Ivoire,Man,Cercle ,
8329,Côte d\'Ivoire,Man ,,
8330,Algérie,Maoklane ,,
8331,Algérie,Maouïa ,,
8332,Niger,Maouri,Région géographique ,
8333,Tchad,Mao,Subdivision ,
8334,Brésil,Mapa ,,
8335,Montsinéry ; Guyane française,Mapéribo ,,
8336,Algérie,Maraboutine ,,
8337,Colombie,Maracaibo ,,
8338,Venezuela,Maracaibo ,,
8339,Niger/Nigeria,Maradi/Nigeria,Route ,
8340,Niger,Maradi ,,
8341,Niger,Maradi,Région géographique ,
8342,Côte d\'Ivoire,Marahoué,Cours d\eau ,
8343,Gironde ; France,Marancin ,,
8344,Canada,Maranda,Seigneurie ,
8345,Brésil,Maranhao,Province ,
8346,Pérou,Maranon,Cours d\eau ,
8347,Brésil,Maranon,Province ,
8348,Gironde ; France,Maransin ,,
8349,Charente-Maritime ; France,Marans ,,
8350,Allemagne,Marbach am Neckar ,,
8351,Allemagne,Marbach ,,
8352,Nord ; France,Marbaix ,,
8353,Algérie,Marbot ,,
8354,Mali,Marcabougou,Région géographique ,
8355,Cher ; France,Marçais ,,
8356,Algérie,Marceau ,,
8357,Cantal ; France,Marcenat ,,
8358,Guyane française,Marchand,Îlet ,
8359,Doubs ; France,Marchaux ,,
8360,Loir-etCher ; France,Marchenoir ,,
8361,Italie,Marches,Région géographique ,
8362,Italie ; Région,Marche ,,
8363,République du Congo,Marche ,,
8364,"Elbe, Île d’",Marciana Marina ,,
8365,Isère ; France,Marcieu ,,
8366,Saône-et-Loire ; France,Marcigny ,,
8367,Manche ; France,Marcilly ,,
8368,Bas-Rhin ; France,Marckolsheim ,,
8369,Pas-de-Calais ; France,Marck ,,
8370,Pas-de-Calais ; France,Marconnelle ,,
8371,Sarthe ; France,Marçon ,,
8372,Dunkerque ; Nord ; France,Mardyck ,,
8373,Algérie,Maréchal-Foch ,,
8374,Algérie,Marengo ,,
8375,Charente-Maritime ; France,Marennes ,,
8376,Somme ; France,Mareuil-Caubert ,,
8377,Marne ; France,Mareuil-en-Brie ,,
8378,Aisne ; France,Mareuil-en-Dôle ,,
8379,Oise ; France,Mareuil-la-Motte ,,
8380,Marne ; France,Mareuil-le-Port ,,
8381,Seine-et-Marne ; France,Mareuil-lès-Meaux ,,
8382,Cher ; France,Mareuil-sur-Arnon ,,
8383,Marne ; France,Mareuil-sur-Ay ,,
8384,Cher ; France,Mareuil-sur-Cher ,,
8385,Loir-et-Cher ; France,Mareuil-sur-Cher ,,
8386,Vendée ; France,Mareuil-sur-Lay-Dissais ,,
8387,Oise ; France,Mareuil-sur-Ourcq ,,
8388,Charente ; France,Mareuil ,,
8389,Dordogne ; France,Mareuil ,,
8390,Venezuela,Margarita,Île ,
8391,Aisne ; France,Margival ,,
8392,Venezuela,Marguerite,Île ,
8393,Algérie,Margueritte ,,
8394,Cameroun,Margui-Wandala,Circonscription ,
8395,"Petite-Rivière-de-Léogane ; Saint-Domingue, Île de",Mariani,Habitation ,
8396,"Ouanaminthe ; Saint-Domingue, Île de",Maribaroux ,,
8397,Antilles,Marie-Galante,Île ,
8398,Antilles,Marie Galande,Île ,
8399,Canada,Marie,Île ,
8400,"Saint-Martin, Île",Marigaud ,,
8401,Bouches-du-Rhône ; France,Marignane ,,
8402,Mali,Marigot de Diakha,Cours d’eau ,
8403,Sénégal,Marigot de Doué,Cours d\eau ,
8404,"Le Diamant ; Martinique, Île de la",Marigot,Pointe du ,
8405,"Saint-Martin, Île",Marigot ,,
8406,"Vieux-Habitants ; Guadeloupe, Île de la",Marigot ,,
8407,Yvelines ; France,Marines ,,
8408,Algérie,Marine,Îlot de la ,
8409,"Saint-Pierre-et-Miquelon, Archipel de",Marins,Île aux ,
8410,"Sainte-Anne ; Martinique, Île de la",Marin,Pointe ,
8411,Roura ; Guyane française,Maripa,Habitation ,
8412,Mali,Markala ,,
8413,Algérie,Markouna ,,
8414,Bas-Rhin ; France,Marlenheim ,,
8415,Yvelines ; France,Marly-le-Roi ,,
8416,Yvelines ; France,Marly ,,
8417,Cantal ; France,Marmagnac ,,
8418,Lot-et-Garonne ; France,Marmande ,,
8419,Cantal ; France,Marmanhac ,,
8420,"Saint-Domingue, Île de",Marmelade ,,
8421,Aigurande ; Indre ; France,Marmeron ,,
8422,Haute-Marne ; France,Marnay-sur-Marne ,,
8423,Hauts-de-Seine ; France,Marnes-la-Coquette ,,
8424,France,Marne,Département ,
8425,Algérie,Marnia ,,
8426,Algérie,Marnia,Arrondissement ,
8427,Algérie,Marnia,Cercle ,
8428,Algérie,Marnia,Commune mixte ,
8429,,Maroc,,
8430,Essonne ; France,Marolles-en-Hurepoix ,,
8431,Sarthe ; France,Marolles-les-Braults ,,
8432,Guyane française,Maroni,Cours d\eau ,
8433,Guyane française,Maroni,Poste ,
8434,Guyane française,Maroni,Région géographique ,
8435,Cameroun,Maroua ,,
8436,Cameroun,Maroua,Circonscription ,
8437,"Bouillante ; Guadeloupe, Île de la",Marquis,Ravine du ,
8438,Maroc,Marrakech ,,
8439,Drôme ; France,Marsanne ,,
8440,Sénégal,Marsassoum ,,
8441,Algérie,Marsa Ben Mehidi ,,
8442,Hérault ; France,Marseillan ,,
8443,Cher ; France,Marseilles-lès-Aubigny ,,
8444,Bouches-du-Rhône ; France,Marseille ,,
8445,Bouches-du-Rhône ; France,Marseille ,,
8446,Gers ; France,Marsolan ,,
8447,Cameroun,Martap/Tibati,Route ,
8448,Mayenne ; France,Martigné-sur-Mayenne ,,
8449,Bouches-du-Rhône ; France,Martigues ,,
8450,Algérie,Martimprey ,,
8451,Guyane française,Martineau,Cours d\eau ,
8452,France,Martinique,Département ,
8453,Antilles,Martinique,Île de la ,
8454,Manche ; France,Martinvast ,,
8455,Lozère ; France,Marvejols ,,
8456,Meuse ; France,Marville ,,
8457,,Maryland,Colonie britannique,
8458,États-Unis,Maryland,État ,
8459,Maroc,Mar Chica,Lagune ,
8460,Pyrénées-Atlantiques ; France,Mascaraàs-Haron ,,
8461,Pyrénées-Atlantiques ; France,Mascaras ,,
8462,Algérie,Mascara ,,
8463,Algérie,Mascara,Arrondissement ,
8464,Algérie,Mascara,Cercle ,
8465,Algérie,Mascara,Commune indigène ,
8466,Algérie,Mascara,Subdivision ,
8467,,Mascareignes,Archipel des,
8468,Oman,Mascate ,,
8469,Canada,Masca,Cours d\eau ,
8470,Canada,Maskinongé,Lac ,
8471,Algérie,Masqueray ,,
8472,Canada,Masquinongé,Lac ,
8473,Haute-Garonne ; France,Massabrac ,,
8474,North Adams ; Massachusetts ; États-Unis,Massachusetts,Fort ,
8475,"Saint-Domingue, Île de",Massacre,Îlet du ,
8476,Alabama ; États-Unis,Massacre,Île ,
8477,Charente-Maritime ; France,Massac ,,
8478,Tchad,Massakory,Subdivision ,
8479,Tchad,Massakory ,,
8480,Érythrée,Massaouah ,,
8481,Érythrée,Massawa ,,
8482,Algérie,Masséna ,,
8483,Tchad,Massénya,Subdivision ,
8484,Tchad,Massénya ,,
8485,Gers ; France,Masseube ,,
8486,Cantal ; France,Massiac ,,
8487,Ain ; France,Massieux ,,
8488,Isère ; France,Massieu ,,
8489,Gabon,Massotié,Cours d\eau ,
8490,Inde,Masulipatam ,,
8491,Guinée,Matacong,Île ,
8492,République démocratique du Congo,Matadi ,,
8493,Texas ; États-Unis,Matagorda,Baie de ,
8494,Guinée,Matakong,Île ,
8495,République du Congo,Matali ,,
8496,Mostaganem ; Algérie,Matamore,Quartier ,
8497,Sénégal,Matam,Cercle ,
8498,Sénégal,Matam ,,
8499,Niger,Matankari ,,
8500,"Cuba, Île de",Matanzas ,,
8501,"Java, Île de",Mataram,Royaume ,
8502,Guyane française,Mataroni,Cours d\eau ,
8503,Espagne,Mataro ,,
8504,Bénin,Matéri ,,
8505,Charente-Maritime ; France,Matha ,,
8506,"Saint-Domingue, Île de",Matheux,Cours d\eau ,
8507,Algérie,Matifou,Cap ,
8508,"Saint-Claude ; Guadeloupe, Île de la",Matouba ,,
8509,Guyane française,Matoury ,,
8510,Nord ; France,Maubeuge ,,
8511,Deux-Sèvres ; France,Mauléon ,,
8512,Pyrénées-Atlantiques ; France,Mauléon ,,
8513,Yvelines ; France,Maule ,,
8514,Loire-Atlantique ; France,Maumusson ,,
8515,Pyrénées-Orientales ; France,Maureillas-las-Illas ,,
8516,Pyrénées-Orientales ; France,Maureillas ,,
8517,Ocean Springs ; Mississippi ; États-Unis,Maurepas,Fort ,
8518,Louisiane ; États-Unis,Maurepas,Lac ,
8519,Canada,Maure,Seigneurie ,
8520,Cantal ; France,Mauriac ,,
8521,Algérie,Maurice Cortier,Poste ,
8522,"Mascareignes, Îles",Maurice,Île ,
8523,Cantal ; France,Maurillac ,,
8524,,Mauritanie,,
8525,,Mauritius,,
8526,Nord ; France,Maurois ,,
8527,Morbihan ; France,Mauron ,,
8528,Haute-Saône ; France,Maussans ,,
8529,République du Congo,Mavouadi ,,
8530,Rupt-sur-Moselle ; Vosges ; France,Maxonchamps ,,
8531,Brésil,Mayacaré,Cours d\eau ,
8532,Brésil,Mayacaré,Poste ,
8533,République du Congo,Mayama,Subdivision ,
8534,Allemagne,Mayence ,,
8535,France,Mayenne,Département ,
8536,Mayenne ; France,Mayenne ,,
8537,Pérou,Maynas,Région géographique ,
8538,Cameroun,Mayo-Danaï,Circonscription ,
8539,Tchad,Mayo-Kebbi,Circonscription ,
8540,Angola/République du Congo,Mayombé,Massif du ,
8541,Cameroun,Mayo Alim,Cours d\eau ,
8542,Cameroun,Mayo Boki,Cours d\eau ,
8543,Cameroun,Mayo Darlé ,,
8544,Cameroun,Mayo Djinga/Tibati,Route ,
8545,Cameroun,Mayo Oulo/Mayo Sorawel,Route ,
8546,Cameroun,Mayo Oulo/Pitoa,Route ,
8547,Cameroun,Mayo Sala,Cours d\eau ,
8548,Gabon,Mayumba ,,
8549,Gabon,Mayumba,Subdivision ,
8550,Algérie,Mazafran,Cours d\eau ,
8551,Maroc,Mazagan ,,
8552,Algérie,Mazagran ,,
8553,Tarn ; France,Mazamet ,,
8554,Espagne,Mazarron ,,
8555,Mexique,Mazatlan ,,
8556,Algérie,Mazekouane ,,
8557,Charente-Maritime ; France,Mazeray ,,
8558,Charente ; France,Mazières ,,
8559,Pologne,Mazovie,Région géographique ,
8560,Inde,Mazulipatam ,,
8561,Algérie,Mazzert ,,
8562,Vietnam,Ma Lam ,,
8563,Chine,Ma Li Po ,,
8564,Sénégal,Mbaké ,,
8565,République du Congo,Mbamou,Île ,
8566,Sénégal,Mbaw ,,
8567,Sénégal,Mbetet ,,
8568,Sénégal,Mbidiam Wolof ,,
8569,Gabon/Guinée équatoriale,Mbini,Cours d\eau ,
8570,Sénégal,Mboro ,,
8571,Creuse ; France,Méasnes ,,
8572,Isère ; France,Méaudre ,,
8573,Seine-et-Marne ; France,Meaux ,,
8574,Algérie,Meboudja,Cours d\eau ,
8575,Arabie Saoudite,Mecca ,,
8576,Algérie,Mechala ,,
8577,Algérie,Mechdoufa ,,
8578,Belgique,Mechelen ,,
8579,Algérie,Mechera El Khil ,,
8580,Algérie,Mechera Sfa ,,
8581,Algérie,Mécheria ,,
8582,Algérie,Mécheria,Annexe ,
8583,Algérie,Mécheria,Arrondissement ,
8584,Algérie,Mécheria,Cercle ,
8585,Lot ; France,Mechmont ,,
8586,Algérie,Mechroha ,,
8587,Algérie,Mechtat Darsoun ,,
8588,Algérie,Mechta Charef ,,
8589,Algérie,Mechta Khibsa ,,
8590,Algérie,Mechtras ,,
8591,Algérie,Médéa ,,
8592,Algérie,Médéa,Arrondissement ,
8593,Algérie,Médéa,Cercle ,
8594,Algérie,Médéa,Département ,
8595,Algérie,Médéa,Subdivision ,
8596,Gabon,Médégué,Subdivision ,
8597,Tunisie,Médenine ,,
8598,Mauritanie,Mederdra ,,
8599,Djibouti,Medha-Djalello ,,
8600,Maroc,Medhia ,,
8601,Algérie,Medina ,,
8602,Dakar ; Sénégal,Médina,Quartier ,
8603,Arabie Saoudite,Médine ,,
8604,Mali,Médine,Cercle ,
8605,Mali,Médine ,,
8606,,Méditerranée,Mer,
8607,,Méditerranée,Région géographique,
8608,Alger ; Algérie,Medjadja ,,
8609,Constantine ; Algérie,Medjadja ,,
8610,Algérie,Medjadjeda ,,
8611,Algérie,Medjana ,,
8612,Algérie,Medjedel ,,
8613,Algérie/Tunisie,Medjerda,Cours d\eau ,
8614,Algérie,Medjez Amar ,,
8615,Algérie,Medjez Ech Chich ,,
8616,Algérie,Medjez Sfa ,,
8617,Gabon,Médouneu,Subdivision ,
8618,Ille-et-Vilaine ; France,Médréac ,,
8619,Algérie,Medrissa ,,
8620,Algérie,Medroussa ,,
8621,Algérie,Mefessour ,,
8622,Algérie,Meftah ,,
8623,Algérie,Megana ,,
8624,Algérie,Mégane ,,
8625,Haute-Savoie ; France,Megève ,,
8626,Algérie,Meghalsa ,,
8627,"Grenade, Île de",Megrin ,,
8628,Côtes-d\'Armor ; France,Mégrit ,,
8629,Algérie,Mehaïa ,,
8630,Algérie,Mehari Mohamed ,,
8631,Algérie,Mehdia ,,
8632,Algérie,Mehedhya ,,
8633,Cher ; France,Mehun-sur-Yèvre ,,
8634,Cher ; France,Mehun ,,
8635,Cameroun,Meïganga ,,
8636,Bas-Rhin ; France,Meistratzheim ,,
8637,Gabon,Mékambo,Subdivision ,
8638,Algérie,Mekarta ,,
8639,Algérie,Mekerra,Cours d\eau ,
8640,Algérie,Mekhadma ,,
8641,Algérie,Mekhatia ,,
8642,Sénégal,Mékhé ,,
8643,Algérie,Mekla ,,
8644,Maroc,Meknès ,,
8645,Chine/Vietnam,Mékong,Cours d\eau ,
8646,Aveyron ; France,Mélagues ,,
8647,Inde,Melakasakudy ,,
8648,Algérie,Melata,Plaine de la ,
8649,Haute-Marne ; France,Melay ,,
8650,Maine-et-Loire ; France,Melay ,,
8651,Saône-et-Loire ; France,Melay ,,
8652,République centrafricaine,Méla,Montagne ,
8653,"Vanuatu, Archipel du",Mélé,Îlot ,
8654,Tchad,Melfi,Subdivision ,
8655,Inde,Méliapour ,,
8656,Haute-Saône ; France,Mélisey ,,
8657,Yonne ; France,Mélisey ,,
8658,Guinée,Mellacorée,Cercle ,
8659,Guinée,Mellacorée,Cours d\eau ,
8660,Guinée,Mellacorée,Région géographique ,
8661,Algérie,Mellagou ,,
8662,Algérie,Mellah,Lac ,
8663,Algérie,Mellakou ,,
8664,Deux-Sèvres ; France,Melle ,,
8665,Ille-et-Vilaine ; France,Mellé ,,
8666,Algérie,Mellila ,,
8667,Éthiopie,Mello,Cours d\eau ,
8668,Algérie,Melouza ,,
8669,Seine-et-Marne ; France,Melun ,,
8670,Côte d\'Ivoire,Memni ,,
8671,Cambodge,Mémót ,,
8672,Algérie,Menaâ ,,
8673,Algérie,Menaceur ,,
8674,Thaïlande,Menam,Cours d\eau ,
8675,Lozère ; France,Mende ,,
8676,Algérie,Ménerville ,,
8677,Cher ; France,Ménétréol-sous-Sancerre ,,
8678,Chine,Mengzi ,,
8679,Guinée,Ménien,Région géographique ,
8680,Meuse ; France,Ménil-la-Horgne ,,
8681,Algérie,Mentano ,,
8682,Alpes-Maritimes ; France,Menton ,,
8683,Tunisie,Menzel Bourguiba ,,
8684,Algérie,Menzel El Abta ,,
8685,Algérie,Menzel ,,
8686,Var ; France,Méounes-lès-Montrieux ,,
8687,Algérie,Meradia ,,
8688,Algérie,Merad ,,
8689,Algérie,Mercier-Lacombe ,,
8690,Saône-et-Loire ; France,Mercurey ,,
8691,Algérie,Merdès ,,
8692,Allemagne,Merdingen ,,
8693,Algérie,Merdja,Cours d\eau ,
8694,Algérie,Merdj El Harris ,,
8695,Algérie,Merdj El Kébir ,,
8696,Côtes-d\'Armor ; France,Merdrignac ,,
8697,Mali,Mérétambaïa,Région géographique ,
8698,Mali,Mérétembaya,Région géographique ,
8699,"Nouvelle-Calédonie, Île de la",Mérétrice,Mine ,
8700,Birmanie,Mergui ,,
8701,Somme ; France,Méricourt-sur-Somme ,,
8702,Algérie,Meridja ,,
8703,Algérie,Meridj ,,
8704,Sénégal,Merinaghen ,,
8705,Sénégal,Mérina Diop ,,
8706,Algérie,Merkella ,,
8707,Belgique,Merkem ,,
8708,Isère ; France,Merlas ,,
8709,Meuse ; France,Merles-sur-Loison ,,
8710,Algérie,Merouana ,,
8711,Nord ; France,Merris ,,
8712,Somme ; France,Mers-les-Bains ,,
8713,Algérie,Mers El Hadjad ,,
8714,Algérie,Mers El Kébir ,,
8715,Oise ; France,Méru ,,
8716,Haute-Garonne ; France,Merville ,,
8717,,Mer du Sud,,
8718,,Mer Noire,,
8719,,Mer Rouge,,
8720,Loir-et-Cher ; France,Mer ,,
8721,Hérault ; France,Mese ,,
8722,Finistère ; France,Meslan ,,
8723,Loir-et-Cher ; France,Meslay ,,
8724,"Saint-Domingue, Île de",Mesle,Baie du ,
8725,Algérie,Mesloug ,,
8726,Algérie,Mesloula ,,
8727,Aisne ; France,Mesnil-Saint-Laurent ,,
8728,Algérie,Mesra ,,
8729,Algérie,Messaâd ,,
8730,Algérie,Messaoud Boudjiriou ,,
8731,Alger ; Algérie,Messaoud ,,
8732,Constantine ; Algérie,Messaoud ,,
8733,Algérie,Messelmoun ,,
8734,Saône-et-Loire ; France,Messey-sur-Grosne ,,
8735,Côte-d’Or ; France,Messigny-et-Vantoux ,,
8736,Italie,Messina ,,
8737,Italie,Messine ,,
8738,République centrafricaine,Messi,Cours d\eau ,
8739,Algérie,Metenane ,,
8740,Tunisie,Metlaoui ,,
8741,Algérie,Metlili ,,
8742,Moselle ; France,Metz ,,
8743,Hauts-de-Seine ; France,Meudon ,,
8744,Yvelines ; France,Meulan ,,
8745,Algérie,Meulk El Trouk ,,
8746,Algérie,Meurad ,,
8747,Algérie,Meurad,Cours d\eau ,
8748,France,Meurthe-et-Moselle,Département ,
8749,France,Meurthe,Département ,
8750,France,Meuse,Département ,
8751,,México,,
8752,Mexique,Mexico ,,
8753,Ain ; France,Meximieux ,,
8754,,Mexique,,
8755,,Mexique,Golfe du,
