,Administration,NAME,Type,titre,titre_encoded,IREL_url,Coordonnees,latitude,longitude,Administration_bis,Lieu-dit_bis,placeName
5051,Seine-et-Marne ,Fontainebleau ,,Fontainebleau (Seine-et-Marne ; France),Fontainebleau%20%28Seine-et-Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontainebleau%20%28Seine-et-Marne%20%3B%20France%29,48.4054 2.7002,48.4054,2.7002,France,,France
5055,Orne ,Fontenai-les-Louvets ,,Fontenai-les-Louvets (Orne ; France),Fontenai-les-Louvets%20%28Orne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontenai-les-Louvets%20%28Orne%20%3B%20France%29,48.5281 -0.0006,48.5281,-0.0006,France,,France
5056,Orne ,Fontenai-sur-Orne ,,Fontenai-sur-Orne (Orne ; France),Fontenai-sur-Orne%20%28Orne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontenai-sur-Orne%20%28Orne%20%3B%20France%29,48.7226 -0.0706,48.7226,-0.0706,France,,France
5057,Hauts-de-Seine ,Fontenay-aux-Roses ,,Fontenay-aux-Roses (Hauts-de-Seine ; France),Fontenay-aux-Roses%20%28Hauts-de-Seine%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontenay-aux-Roses%20%28Hauts-de-Seine%20%3B%20France%29,48.7786 2.2905,48.7786,2.2905,France,,France
5058,Vendée ,Fontenay-le-Comte ,,Fontenay-le-Comte (Vendée ; France),Fontenay-le-Comte%20%28Vend%C3%A9e%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontenay-le-Comte%20%28Vend%C3%A9e%20%3B%20France%29,46.4657 -0.8005,46.4657,-0.8005,France,,France
5059,Essonne ,Fontenay-le-Vicomte ,,Fontenay-le-Vicomte (Essonne ; France),Fontenay-le-Vicomte%20%28Essonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontenay-le-Vicomte%20%28Essonne%20%3B%20France%29,48.5477 2.3987,48.5477,2.3987,France,,France
5060,Seine-et-Marne ,Fontenay-Trésigny ,,Fontenay-Trésigny (Seine-et-Marne ; France),Fontenay-Tr%C3%A9signy%20%28Seine-et-Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontenay-Tr%C3%A9signy%20%28Seine-et-Marne%20%3B%20France%29,48.7075 2.8642,48.7075,2.8642,France,,France
5061,Vendée ,Fontenay ,,Fontenay (Vendée ; France),Fontenay%20%28Vend%C3%A9e%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontenay%20%28Vend%C3%A9e%20%3B%20France%29,46.4657 -0.8005,46.4657,-0.8005,France,,France
5063,Jura ,Fonteny ,,Fonteny (Jura ; France),Fonteny%20%28Jura%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fonteny%20%28Jura%20%3B%20France%29,46.8722 5.9008,46.8722,5.9008,France,,France
5064,Hérault ,Fontès ,,Fontès (Hérault ; France),Font%C3%A8s%20%28H%C3%A9rault%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Font%C3%A8s%20%28H%C3%A9rault%20%3B%20France%29,43.5398 3.3799,43.5398,3.3799,France,,France
5066,Maine-et-Loire ,Fontevraud-l\'Abbaye ,,Fontevraud-l\Abbaye (Maine-et-Loire ; France),Fontevraud-l%5CAbbaye%20%28Maine-et-Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontevraud-l%5CAbbaye%20%28Maine-et-Loire%20%3B%20France%29,,,,France,,France
5067,Maine-et-Loire ,Fontevrault ,,Fontevrault (Maine-et-Loire ; France),Fontevrault%20%28Maine-et-Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fontevrault%20%28Maine-et-Loire%20%3B%20France%29,47.1831 0.0506,47.1831,0.0506,France,,France
5068,Aude ,Fontiès-d\'Aude ,,Fontiès-d\Aude (Aude ; France),Fonti%C3%A8s-d%5CAude%20%28Aude%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fonti%C3%A8s-d%5CAude%20%28Aude%20%3B%20France%29,,,,France,,France
5072,Moselle ,Forbach ,,Forbach (Moselle ; France),Forbach%20%28Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Forbach%20%28Moselle%20%3B%20France%29,49.1856 6.8914,49.1856,6.8914,France,,France
5074,Alpes-de-Haute-Provence ,Forcalquier ,,Forcalquier (Alpes-de-Haute-Provence ; France),Forcalquier%20%28Alpes-de-Haute-Provence%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Forcalquier%20%28Alpes-de-Haute-Provence%20%3B%20France%29,43.9598 5.7808,43.9598,5.7808,France,,France
5075,Mayenne ,Forcé ,,Forcé (Mayenne ; France),Forc%C3%A9%20%28Mayenne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Forc%C3%A9%20%28Mayenne%20%3B%20France%29,48.0342 -0.6986,48.0342,-0.6986,France,,France
5080,France,Forez,Région géographique ,ForezRégion géographique (France),ForezR%C3%A9gion%20g%C3%A9ographique%20%28France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=ForezR%C3%A9gion%20g%C3%A9ographique%20%28France%29,,,,,,France
5081,Seine-Maritime ,Forges-les-Eaux ,,Forges-les-Eaux (Seine-Maritime ; France),Forges-les-Eaux%20%28Seine-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Forges-les-Eaux%20%28Seine-Maritime%20%3B%20France%29,49.6133 1.5456,49.6133,1.5456,France,,France
5082,Oise ,Formerie ,,Formerie (Oise ; France),Formerie%20%28Oise%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Formerie%20%28Oise%20%3B%20France%29,49.6511 1.7306,49.6511,1.7306,France,,France
5086,Bas-Rhin ,Forstfeld ,,Forstfeld (Bas-Rhin ; France),Forstfeld%20%28Bas-Rhin%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Forstfeld%20%28Bas-Rhin%20%3B%20France%29,48.8603 8.0387,48.8603,8.0387,France,,France
5097,"Martinique, Île de la",Fort-de-France/La Trinité,Voie ferrée ,Fort-de-France/La TrinitéVoie ferrée (MartiniqueÎle de la),Fort-de-France/La%20Trinit%C3%A9Voie%20ferr%C3%A9e%20%28Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fort-de-France/La%20Trinit%C3%A9Voie%20ferr%C3%A9e%20%28Martinique%C3%8Ele%20de%20la%29,,,,,,France
5098,"Martinique, Île de la",Fort-de-France/Le Lamentin,Route ,Fort-de-France/Le LamentinRoute (MartiniqueÎle de la),Fort-de-France/Le%20LamentinRoute%20%28Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fort-de-France/Le%20LamentinRoute%20%28Martinique%C3%8Ele%20de%20la%29,,,,,,France
5099,"Martinique, Île de la",Fort-de-France/Saint-Pierre,Route ,Fort-de-France/Saint-PierreRoute (MartiniqueÎle de la),Fort-de-France/Saint-PierreRoute%20%28Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fort-de-France/Saint-PierreRoute%20%28Martinique%C3%8Ele%20de%20la%29,,,,,,France
5100,"Martinique, Île de la",Fort-de-France ,,Fort-de-France (MartiniqueÎle de la),Fort-de-France%20%28Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fort-de-France%20%28Martinique%C3%8Ele%20de%20la%29,,,,,,France
5146,Pas-de-Calais ,Fortel-en-Artois ,,Fortel-en-Artois (Pas-de-Calais ; France),Fortel-en-Artois%20%28Pas-de-Calais%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fortel-en-Artois%20%28Pas-de-Calais%20%3B%20France%29,50.2577 2.2293,50.2577,2.2293,France,,France
5149,Moselle ,Fossieux ,,Fossieux (Moselle ; France),Fossieux%20%28Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fossieux%20%28Moselle%20%3B%20France%29,48.8522 6.3267,48.8522,6.3267,France,,France
5150,Somme ,Foucaucourt-en-Santerre ,,Foucaucourt-en-Santerre (Somme ; France),Foucaucourt-en-Santerre%20%28Somme%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Foucaucourt-en-Santerre%20%28Somme%20%3B%20France%29,49.8756 2.7761,49.8756,2.7761,France,,France
5151,Somme ,Foucaucourt-Hors-Nesle ,,Foucaucourt-Hors-Nesle (Somme ; France),Foucaucourt-Hors-Nesle%20%28Somme%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Foucaucourt-Hors-Nesle%20%28Somme%20%3B%20France%29,49.9169 1.7247,49.9169,1.7247,France,,France
5152,Meuse ,Foucaucourt-sur-Thabas ,,Foucaucourt-sur-Thabas (Meuse ; France),Foucaucourt-sur-Thabas%20%28Meuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Foucaucourt-sur-Thabas%20%28Meuse%20%3B%20France%29,48.9991 5.1000,48.9991,5.1000,France,,France
5153,Meuse ,Foucaucourt ,,Foucaucourt (Meuse ; France),Foucaucourt%20%28Meuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Foucaucourt%20%28Meuse%20%3B%20France%29,48.9991 5.1000,48.9991,5.1000,France,,France
5154,Bas-Rhin ,Fouchy ,,Fouchy (Bas-Rhin ; France),Fouchy%20%28Bas-Rhin%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fouchy%20%28Bas-Rhin%20%3B%20France%29,48.3272 7.2704,48.3272,7.2704,France,,France
5158,Ille-et-Vilaine ,Fougères ,,Fougères (Ille-et-Vilaine ; France),Foug%C3%A8res%20%28Ille-et-Vilaine%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Foug%C3%A8res%20%28Ille-et-Vilaine%20%3B%20France%29,48.3503 -1.1942,48.3503,-1.1942,France,,France
5164,Ardennes ,Foulzy ,,Foulzy (Ardennes ; France),Foulzy%20%28Ardennes%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Foulzy%20%28Ardennes%20%3B%20France%29,49.8461 4.3903,49.8461,4.3903,France,,France
5172,Charente ,Fouquebrune ,,Fouquebrune (Charente ; France),Fouquebrune%20%28Charente%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fouquebrune%20%28Charente%20%3B%20France%29,45.5281 0.2105,45.5281,0.2105,France,,France
5173,Charente ,Fouqueure ,,Fouqueure (Charente ; France),Fouqueure%20%28Charente%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fouqueure%20%28Charente%20%3B%20France%29,45.8847 0.0739,45.8847,0.0739,France,,France
5177,Doubs ,Fourgs ,,Fourgs (Doubs ; France),Fourgs%20%28Doubs%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fourgs%20%28Doubs%20%3B%20France%29,46.8345 6.3995,46.8345,6.3995,France,,France
5178,Nord ,Fourmies ,,Fourmies (Nord ; France),Fourmies%20%28Nord%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fourmies%20%28Nord%20%3B%20France%29,50.0153 4.0478,50.0153,4.0478,France,,France
5179,Lozère ,Fournels ,,Fournels (Lozère ; France),Fournels%20%28Loz%C3%A8re%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fournels%20%28Loz%C3%A8re%20%3B%20France%29,44.8175 3.1217,44.8175,3.1217,France,,France
5189,Moselle ,Francaltroff ,,Francaltroff (Moselle ; France),Francaltroff%20%28Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Francaltroff%20%28Moselle%20%3B%20France%29,48.9629 6.7987,48.9629,6.7987,France,,France
5190,,France',,France,France,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=France,,,,,,France
5191,Gabon,Franceville ,,Franceville (Gabon),Franceville%20%28Gabon%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Franceville%20%28Gabon%29,-1.6261 13.6014,-1.6261,13.6014,,,France
5192,Gabon,Franceville,Subdivision ,FrancevilleSubdivision (Gabon),FrancevilleSubdivision%20%28Gabon%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=FrancevilleSubdivision%20%28Gabon%29,,,,,,France
5193,Amérique du Sud,France équinoxiale,Région géographique ,France équinoxialeRégion géographique (Amérique du Sud),France%20%C3%A9quinoxialeR%C3%A9gion%20g%C3%A9ographique%20%28Am%C3%A9rique%20du%20Sud%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=France%20%C3%A9quinoxialeR%C3%A9gion%20g%C3%A9ographique%20%28Am%C3%A9rique%20du%20Sud%29,,,,,,France
5194,"Mascareignes, Îles",France,Île de ,FranceÎle de (MascareignesÎles),France%C3%8Ele%20de%20%28Mascareignes%C3%8Eles%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=France%C3%8Ele%20de%20%28Mascareignes%C3%8Eles%29,,,,,,France
5195,France,Franche-Comté,Région géographique ,Franche-ComtéRégion géographique (France),Franche-Comt%C3%A9R%C3%A9gion%20g%C3%A9ographique%20%28France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Franche-Comt%C3%A9R%C3%A9gion%20g%C3%A9ographique%20%28France%29,,,,,,France
5196,Oise ,Francières ,,Francières (Oise ; France),Franci%C3%A8res%20%28Oise%C2%A0%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Franci%C3%A8res%20%28Oise%C2%A0%3B%20France%29,49.4487 2.6794,49.4487,2.6794,France,,France
5199,Val-d’Oise ,Franconville ,,Franconville (Val-d’Oise ; France),Franconville%20%28Val-d%E2%80%99Oise%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Franconville%20%28Val-d%E2%80%99Oise%20%3B%20France%29,48.9835 2.2286,48.9835,2.2286,France,,France
5202,Eure ,Franqueville ,,Franqueville (Eure ; France),Franqueville%20%28Eure%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Franqueville%20%28Eure%20%3B%20France%29,49.1756 0.6908,49.1756,0.6908,France,,France
5204,Doubs ,Frasne ,,Frasne (Doubs ; France),Frasne%20%28Doubs%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Frasne%20%28Doubs%20%3B%20France%29,46.8564 6.1594,46.8564,6.1594,France,,France
5206,Tarn ,Frausseilles ,,Frausseilles (Tarn ; France),Frausseilles%20%28Tarn%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Frausseilles%20%28Tarn%20%3B%20France%29,44.0292 1.9308,44.0292,1.9308,France,,France
5207,Jura ,Frébuans ,,Frébuans (Jura ; France),Fr%C3%A9buans%20%28Jura%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fr%C3%A9buans%20%28Jura%20%3B%20France%29,46.6523 5.4859,46.6523,5.4859,France,,France
5212,Var ,Fréjus ,,Fréjus (Var ; France),Fr%C3%A9jus%20%28Var%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fr%C3%A9jus%20%28Var%20%3B%20France%29,43.4329 6.7352,43.4329,6.7352,France,,France
5213,Meurthe-et-Moselle ,Frémonville ,,Frémonville (Meurthe-et-Moselle ; France),Fr%C3%A9monville%20%28Meurthe-et-Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fr%C3%A9monville%20%28Meurthe-et-Moselle%20%3B%20France%29,48.5961 6.8875,48.5961,6.8875,France,,France
5218,Vosges ,Frenelle-la-Grande ,,Frenelle-la-Grande (Vosges ; France),Frenelle-la-Grande%20%28Vosges%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Frenelle-la-Grande%20%28Vosges%20%3B%20France%29,48.3558 6.0855,48.3558,6.0855,France,,France
5224,Eure-et-Loir ,Fresnay ,,Fresnay (Eure-et-Loir ; France),Fresnay%20%28Eure-et-Loir%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnay%20%28Eure-et-Loir%20%3B%20France%29,,,,France,,France
5225,Meuse ,Fresnes-au-Mont ,,Fresnes-au-Mont (Meuse ; France),Fresnes-au-Mont%20%28Meuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes-au-Mont%20%28Meuse%20%3B%20France%29,48.8969 5.4412,48.8969,5.4412,France,,France
5226,Moselle ,Fresnes-en-Saulnois ,,Fresnes-en-Saulnois (Moselle ; France),Fresnes-en-Saulnois%20%28Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes-en-Saulnois%20%28Moselle%20%3B%20France%29,48.8406 6.4386,48.8406,6.4386,France,,France
5227,Aisne ,Fresnes-en-Tardenois ,,Fresnes-en-Tardenois (Aisne ; France),Fresnes-en-Tardenois%20%28Aisne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes-en-Tardenois%20%28Aisne%20%3B%20France%29,49.1467 3.5567,49.1467,3.5567,France,,France
5228,Meuse ,Fresnes-en-Woëvre ,,Fresnes-en-Woëvre (Meuse ; France),Fresnes-en-Wo%C3%ABvre%20%28Meuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes-en-Wo%C3%ABvre%20%28Meuse%20%3B%20France%29,49.0972 5.6325,49.0972,5.6325,France,,France
5229,Pas-de-Calais ,Fresnes-lès-Montauban ,,Fresnes-lès-Montauban (Pas-de-Calais ; France),Fresnes-l%C3%A8s-Montauban%20%28Pas-de-Calais%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes-l%C3%A8s-Montauban%20%28Pas-de-Calais%20%3B%20France%29,50.3336 2.9319,50.3336,2.9319,France,,France
5230,Somme ,Fresnes-Mazancourt ,,Fresnes-Mazancourt (Somme ; France),Fresnes-Mazancourt%20%28Somme%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes-Mazancourt%20%28Somme%20%3B%20France%29,49.8522 2.8661,49.8522,2.8661,France,,France
5231,Haute-Marne ,Fresnes-sur-Apance ,,Fresnes-sur-Apance (Haute-Marne ; France),Fresnes-sur-Apance%20%28Haute-Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes-sur-Apance%20%28Haute-Marne%20%3B%20France%29,47.9419 5.8353,47.9419,5.8353,France,,France
5232,Nord ,Fresnes-sur-Escaut ,,Fresnes-sur-Escaut (Nord ; France),Fresnes-sur-Escaut%20%28Nord%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes-sur-Escaut%20%28Nord%20%3B%20France%29,50.4342 3.5778,50.4342,3.5778,France,,France
5233,Seine-et-Marne ,Fresnes-sur-Marne ,,Fresnes-sur-Marne (Seine-et-Marne ; France),Fresnes-sur-Marne%20%28Seine-et-Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes-sur-Marne%20%28Seine-et-Marne%20%3B%20France%29,48.9378 2.7416,48.9378,2.7416,France,,France
5234,Somme ,Fresnes-Tilloloy ,,Fresnes-Tilloloy (Somme ; France),Fresnes-Tilloloy%20%28Somme%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes-Tilloloy%20%28Somme%20%3B%20France%29,49.9847 1.7681,49.9847,1.7681,France,,France
5235,Aisne ,Fresnes ,,Fresnes (Aisne ; France),Fresnes%20%28Aisne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes%20%28Aisne%20%3B%20France%29,49.5544 3.3706,49.5544,3.3706,France,,France
5236,Côte-d'Or ,Fresnes ,,Fresnes (Côte-d\Or ; France),Fresnes%20%28C%C3%B4te-d%5COr%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes%20%28C%C3%B4te-d%5COr%20%3B%20France%29,,,,France,,France
5237,Loir-et-Cher ,Fresnes ,,Fresnes (Loir-et-Cher ; France),Fresnes%20%28Loir-et-Cher%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes%20%28Loir-et-Cher%20%3B%20France%29,47.4353 1.4128,47.4353,1.4128,France,,France
5238,Val-de-Marne ,Fresnes ,,Fresnes (Val-de-Marne ; France),Fresnes%20%28Val-de-Marne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes%20%28Val-de-Marne%20%3B%20France%29,48.7550 2.3221,48.7550,2.3221,France,,France
5239,Yonne ,Fresnes ,,Fresnes (Yonne ; France),Fresnes%20%28Yonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresnes%20%28Yonne%20%3B%20France%29,47.7617 3.9939,47.7617,3.9939,France,,France
5240,Lot-et-Garonne ,Frespech ,,Frespech (Lot-et-Garonne ; France),Frespech%20%28Lot-et-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Frespech%20%28Lot-et-Garonne%20%3B%20France%29,44.3108 0.8256,44.3108,0.8256,France,,France
5241,Vosges ,Fresse-sur-Moselle ,,Fresse-sur-Moselle (Vosges ; France),Fresse-sur-Moselle%20%28Vosges%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresse-sur-Moselle%20%28Vosges%20%3B%20France%29,47.8761 6.7817,47.8761,6.7817,France,,France
5242,Creuse ,Fresselines ,,Fresselines (Creuse ; France),Fresselines%20%28Creuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresselines%20%28Creuse%20%3B%20France%29,46.3836 1.6828,46.3836,1.6828,France,,France
5243,Vosges ,Fresse ,,Fresse (Vosges ; France),Fresse%20%28Vosges%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fresse%20%28Vosges%20%3B%20France%29,47.8761 6.7817,47.8761,6.7817,France,,France
5248,Aisne ,Frières-Faillouël ,,Frières-Faillouël (Aisne ; France),Fri%C3%A8res-Faillou%C3%ABl%20%28Aisne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fri%C3%A8res-Faillou%C3%ABl%20%28Aisne%20%3B%20France%29,49.6883 3.2428,49.6883,3.2428,France,,France
5254,Haute-Saône ,Froideterre ,,Froideterre (Haute-Saône ; France),Froideterre%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Froideterre%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,47.7076 6.5311,47.7076,6.5311,France,,France
5256,Gironde ,Fronsac ,,Fronsac (Gironde ; France),Fronsac%20%28Gironde%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Fronsac%20%28Gironde%20%3B%20France%29,44.9247 -0.2717,44.9247,-0.2717,France,,France
5258,Haute-Garonne ,Frontignan-de-Comminges ,,Frontignan-de-Comminges (Haute-Garonne ; France),Frontignan-de-Comminges%20%28Haute-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Frontignan-de-Comminges%20%28Haute-Garonne%20%3B%20France%29,42.9719 0.6594,42.9719,0.6594,France,,France
5259,Haute-Garonne ,Frontignan-Savès ,,Frontignan-Savès (Haute-Garonne ; France),Frontignan-Sav%C3%A8s%20%28Haute-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Frontignan-Sav%C3%A8s%20%28Haute-Garonne%20%3B%20France%29,43.3972 0.9217,43.3972,0.9217,France,,France
5260,Hérault ,Frontignan ,,Frontignan (Hérault ; France),Frontignan%20%28H%C3%A9rault%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Frontignan%20%28H%C3%A9rault%20%3B%20France%29,43.4485 3.7540,43.4485,3.7540,France,,France
5261,Haute-Saône ,Frotey-lès-Lure ,,Frotey-lès-Lure (Haute-Saône ; France),Frotey-l%C3%A8s-Lure%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Frotey-l%C3%A8s-Lure%20%28Haute-Sa%C3%B4ne%20%3B%20France%29,47.6558 6.5550,47.6558,6.5550,France,,France
