,Administration,NAME,Type,titre
7786,République centrafricaine,Libanga ,,Libanga (République centrafricaine)
7787,République du Congo,Libembé ,,Libembé (République du Congo)
7788,,Liberia',,Liberia
7789,Mauritanie,Liboirat ,,Liboirat (Mauritanie)
7790,Gabon,Liboumbi,Cours d\'eau ,LiboumbiCours d\eau (Gabon)
7791,Gironde ; France,Libourne ,,Libourne (Gironde ; France)
7792,Gabon/République du Congo,Libreville/Ouesso,Voie ferrée ,Libreville/OuessoVoie ferrée (Gabon/République du Congo)
7793,Gabon,Libreville,Circonscription ,LibrevilleCirconscription (Gabon)
7794,Gabon,Libreville ,,Libreville (Gabon)
7795,,Libye',,Libye
7796,Niger,Lido ,,Lido (Niger)
7797,Algérie,Liébert ,,Liébert (Algérie)
7798,Belgique,Liège ,,Liège (Belgique)
7799,Chine,Lieou Tcheou ,,Lieou Tcheou (Chine)
7800,Haut-Rhin ; France,Lièpvre ,,Lièpvre (Haut-Rhin ; France)
7801,Ille-et-Vilaine ; France,Liffré ,,Liffré (Ille-et-Vilaine ; France)
7802,"Loyauté, Îles",Lifou,Île ,LifouÎle (LoyautéÎles)
7803,Loire-Atlantique ; France,Ligné ,,Ligné (Loire-Atlantique ; France)
7804,Yonne ; France,Ligny-le-Châtel ,,Ligny-le-Châtel (Yonne ; France)
7805,Italie ; Région,Liguria ,,Liguria (Italie ; Région)
7806,Italie,Ligurie,Région géographique ,LigurieRégion géographique (Italie)
7807,République du Congo,Likouala-Mossaka,Circonscription ,Likouala-MossakaCirconscription (République du Congo)
7808,République du Congo,Likouala aux Herbes,Cours d\'eau ,Likouala aux HerbesCours d\eau (République du Congo)
7809,République du Congo,Likouala Mossaka,Cours d\'eau ,Likouala MossakaCours d\eau (République du Congo)
7810,République du Congo,Likouala,Circonscription ,LikoualaCirconscription (République du Congo)
7811,République du Congo,Likouala,Cours d\'eau ,LikoualaCours d\eau (République du Congo)
7812,"Saint-Claude ; Guadeloupe, Île de la",Lilet,Habitation ,LiletHabitation (Saint-Claude ; GuadeloupeÎle de la)
7813,Seine-Maritime ; France,Lillebonne ,,Lillebonne (Seine-Maritime ; France)
7814,Pas-de-Calais ; France,Lillers ,,Lillers (Pas-de-Calais ; France)
7815,Nord ; France,Lille ,,Lille (Nord ; France)
7816,Yvelines ; France,Limay ,,Limay (Yvelines ; France)
7817,Pérou,Lima ,,Lima (Pérou)
7818,Sierra Leone,Limba,Région géographique ,LimbaRégion géographique (Sierra Leone)
7819,"Saint-Domingue, Île de",Limbé ,,Limbé (Saint-DomingueÎle de)
7820,Val-de-Marne ; France,Limeil-Brévannes ,,Limeil-Brévannes (Val-de-Marne ; France)
7821,Irlande,Limerick ,,Limerick (Irlande)
7822,Dordogne ; France,Limeuil ,,Limeuil (Dordogne ; France)
7823,Haute-Vienne ; France,Limoges ,,Limoges (Haute-Vienne ; France)
7824,"Saint-Domingue, Île de",Limonade ,,Limonade (Saint-DomingueÎle de)
7825,France,Limousin,Région géographique ,LimousinRégion géographique (France)
7826,Aude ; France,Limoux ,,Limoux (Aude ; France)
7827,Seine-Maritime ; France,Limpiville ,,Limpiville (Seine-Maritime ; France)
7828,Canada,Linctot,Seigneurie ,LinctotSeigneurie (Canada)
7829,Sénégal,Linguère/Louga,Voie ferrée ,Linguère/LougaVoie ferrée (Sénégal)
7830,Sénégal,Linguère ,,Linguère (Sénégal)
7831,Sénégal,Linndiane ,,Linndiane (Sénégal)
7832,République du Congo,Liouesso ,,Liouesso (République du Congo)
7833,Burkina Faso,Liptako,Région géographique ,LiptakoRégion géographique (Burkina Faso)
7834,République du Congo,Liranga ,,Liranga (République du Congo)
7835,Portugal,Lisboa ,,Lisboa (Portugal)
7836,Portugal,Lisbonne ,,Lisbonne (Portugal)
7837,Calvados ; France,Lisieux ,,Lisieux (Calvados ; France)
7838,"Saint-Claude ; Guadeloupe, Île de la",Lislet,Habitation ,LisletHabitation (Saint-Claude ; GuadeloupeÎle de la)
7839,Dordogne ; France,Lisle ,,Lisle (Dordogne ; France)
7840,République du Congo,Lissongo ,,Lissongo (République du Congo)
7841,"Saint-Martin, Île",Little Bay,Anse ,Little BayAnse (Saint-MartinÎle)
7842,"Terre-Neuve, Île de",Little Bay ,,Little Bay (Terre-NeuveÎle de)
7843,Ohio ; États-Unis,Little Miami River,Cours d\'eau ,Little Miami RiverCours d\eau (Ohio ; États-Unis)
7844,Algérie,Littré ,,Littré (Algérie)
7845,,Lituanie',,Lituanie
7846,Chine,Liuzhou ,,Liuzhou (Chine)
7847,Royaume-Uni,Liverpool ,,Liverpool (Royaume-Uni)
7848,Italie,Livorno ,,Livorno (Italie)
7849,Italie,Livourne ,,Livourne (Italie)
7850,Bas-Rhin ; France,Lixhausen ,,Lixhausen (Bas-Rhin ; France)
7851,Seine-et-Marne ; France,Lizy-sur-Ourcq ,,Lizy-sur-Ourcq (Seine-et-Marne ; France)
7852,Espagne,Lleida ,,Lleida (Espagne)
7853,Espagne,Lloret de Mar ,,Lloret de Mar (Espagne)
7854,Angola,Loanda ,,Loanda (Angola)
7855,République du Congo,Loango ,,Loango (République du Congo)
7856,République centrafricaine,Lobaye,Circonscription ,LobayeCirconscription (République centrafricaine)
7857,République centrafricaine,Lobaye,Cours d\'eau ,LobayeCours d\eau (République centrafricaine)
7858,Angola,Lobito ,,Lobito (Angola)
7859,Burkina Faso,Lobi,Région géographique ,LobiRégion géographique (Burkina Faso)
7860,République du Congo,Loboko ,,Loboko (République du Congo)
7861,Côtes-d\'Armor ; France,Locarn ,,Locarn (Côtes-d\Armor ; France)
7862,Aube ; France,Loches-sur-Ource ,,Loches-sur-Ource (Aube ; France)
7863,Indre-et-Loire ; France,Loches ,,Loches (Indre-et-Loire ; France)
7864,Morbihan ; France,Locminé ,,Locminé (Morbihan ; France)
7865,Finistère ; France,Locronan ,,Locronan (Finistère ; France)
7866,Vietnam,Loc Binh ,,Loc Binh (Vietnam)
7867,Vietnam,Loc Giang ,,Loc Giang (Vietnam)
7868,Vietnam,Loc Ninh/Saigon,Voie ferrée ,Loc Ninh/SaigonVoie ferrée (Vietnam)
7869,Hérault ; France,Lodève ,,Lodève (Hérault ; France)
7870,Algérie,Lodi ,,Lodi (Algérie)
7871,République du Congo,Loémé,Cours d\'eau ,LoéméCours d\eau (République du Congo)
7872,Cameroun,Logone-et-Chari,Circonscription ,Logone-et-ChariCirconscription (Cameroun)
7873,Cameroun,Logone,Circonscription ,LogoneCirconscription (Cameroun)
7874,Tchad,Logone,Circonscription ,LogoneCirconscription (Tchad)
7875,Cameroun/Tchad,Logone,Cours d\'eau ,LogoneCours d\eau (Cameroun/Tchad)
7876,Mali,Logo,Région géographique ,LogoRégion géographique (Mali)
7877,Eure-et-Loir ; France,Logron ,,Logron (Eure-et-Loir ; France)
7878,"Guadeloupe, Île de la",Lohéac,Comté ,LohéacComté (GuadeloupeÎle de la)
7879,France,Loir-et-Cher,Département ,Loir-et-CherDépartement (France)
7880,France,Loire-Atlantique,Département ,Loire-AtlantiqueDépartement (France)
7881,France,Loire-Inférieure,Département ,Loire-InférieureDépartement (France)
7882,France,Loiret,Département ,LoiretDépartement (France)
7883,France,Loire,Département ,LoireDépartement (France)
7884,Charente-Maritime ; France,Loix ,,Loix (Charente-Maritime ; France)
7885,Burkina Faso,Lokhoso ,,Lokhoso (Burkina Faso)
7886,Nigeria,Lokoja ,,Lokoja (Nigeria)
7887,Burkina Faso,Lokosso ,,Lokosso (Burkina Faso)
7888,Cameroun,Lom-et-Kadeï,Circonscription ,Lom-et-KadeïCirconscription (Cameroun)
7889,Italie ; Région,Lombardia ,,Lombardia (Italie ; Région)
7890,Italie,Lombardie,Région géographique ,LombardieRégion géographique (Italie)
7891,Gers ; France,Lombez ,,Lombez (Gers ; France)
7892,"Indonésie, Archipel d\'",Lombok,Île ,LombokÎle (IndonésieArchipel d\)
7893,Togo,Lomé/Palimé,Voie ferrée ,Lomé/PaliméVoie ferrée (Togo)
7894,Togo,Lomé,Cercle ,LoméCercle (Togo)
7895,Togo,Lomé,Subdivision ,LoméSubdivision (Togo)
7896,Togo,Lomé ,,Lomé (Togo)
7897,Cameroun,Lomié ,,Lomié (Cameroun)
7898,Cameroun,Lomié,Subdivision ,LomiéSubdivision (Cameroun)
7899,Nord ; France,Lomme ,,Lomme (Nord ; France)
7900,Irlande,Londonderry ,,Londonderry (Irlande)
7901,Irlande,Londondery ,,Londondery (Irlande)
7902,Royaume-Uni,London ,,London (Royaume-Uni)
7903,Royaume-Uni,Londres ,,Londres (Royaume-Uni)
7904,Canada,Long-Sault,Lieu-dit ,Long-SaultLieu-dit (Canada)
7905,Meuse ; France,Longeville-en-Barrois ,,Longeville-en-Barrois (Meuse ; France)
7906,Moselle ; France,Longeville-lès-Metz ,,Longeville-lès-Metz (Moselle ; France)
7907,Moselle ; France,Longeville-lès-Saint-Avold ,,Longeville-lès-Saint-Avold (Moselle ; France)
7908,Haute-Marne ; France,Longeville-sur-la-Laines ,,Longeville-sur-la-Laines (Haute-Marne ; France)
7909,Vendée ; France,Longeville-sur-Mer ,,Longeville-sur-Mer (Vendée ; France)
7910,Aube ; France,Longeville-sur-Mogne ,,Longeville-sur-Mogne (Aube ; France)
7911,Doubs ; France,Longevilles-Mont-d\'Or ,,Longevilles-Mont-d\Or (Doubs ; France)
7912,Doubs ; France,Longeville ,,Longeville (Doubs ; France)
7913,Moselle ; France,Longeville ,,Longeville (Moselle ; France)
7914,Essonne ; France,Longjumeau ,,Longjumeau (Essonne ; France)
7915,"Elbe, Île d’",Longone ,,Longone (ElbeÎle d’)
7916,Canada,Longueuil,Seigneurie ,LongueuilSeigneurie (Canada)
7917,Meurthe-et-Moselle ; France,Longuyon ,,Longuyon (Meurthe-et-Moselle ; France)
7918,Meurthe-et-Moselle ; France,Longwy ,,Longwy (Meurthe-et-Moselle ; France)
7919,Chine,Longzhou ,,Longzhou (Chine)
7920,Vietnam,Long Chau,Îles ,Long ChauÎles (Vietnam)
7921,Vietnam,Long Dai,Cours d\'eau ,Long DaiCours d\eau (Vietnam)
7922,Vietnam,Long Dien ,,Long Dien (Vietnam)
7923,Vietnam,Long Duc ,,Long Duc (Vietnam)
7924,Vietnam,Long Giang ,,Long Giang (Vietnam)
7925,Vietnam,Long My/Tra On,Canal ,Long My/Tra OnCanal (Vietnam)
7926,Ba Ria ; Vietnam,Long Phuoc ,,Long Phuoc (Ba Ria ; Vietnam)
7927,Binh Thuan ; Vietnam,Long Phuoc ,,Long Phuoc (Binh Thuan ; Vietnam)
7928,Vietnam,Long Phu ,,Long Phu (Vietnam)
7929,Chine,Long Tcheou/Nanning,Voie ferrée ,Long Tcheou/NanningVoie ferrée (Chine)
7930,Chine,Long Tcheou ,,Long Tcheou (Chine)
7931,Long Xuyen ; Vietnam,Long Xuyen ,,Long Xuyen (Long Xuyen ; Vietnam)
7932,Vietnam,Long Xuyen,Province ,Long XuyenProvince (Vietnam)
7933,Quang Nam ; Vietnam,Long Xuyen ,,Long Xuyen (Quang Nam ; Vietnam)
7934,Jura ; France,Lons-le-Saunier ,,Lons-le-Saunier (Jura ; France)
7935,Guinée,Loos,Îles de ,LoosÎles de (Guinée)
7936,Nord ; France,Loos ,,Loos (Nord ; France)
7937,Thaïlande,Lopburi ,,Lopburi (Thaïlande)
7938,"Vanuatu, Archipel du",Lopévi,Île ,LopéviÎle (VanuatuArchipel du)
7939,Gabon,Lopez,Cap ,LopezCap (Gabon)
7940,Gabon,Lopez,Île ,LopezÎle (Gabon)
7941,Gabon,Lopé,Cours d’eau ,LopéCours d’eau (Gabon)
7942,Belgique,Loppem ,,Loppem (Belgique)
7943,"Cap-Breton, Île du",Lorembec,Plaine du ,LorembecPlaine du (Cap-BretonÎle du)
7944,Bas-Rhin ; France,Lorentzen ,,Lorentzen (Bas-Rhin ; France)
7945,Canada,Loretteville ,,Loretteville (Canada)
7946,Canada,Lorette ,,Lorette (Canada)
7947,Var ; France,Lorgues ,,Lorgues (Var ; France)
7948,Morbihan ; France,Lorient ,,Lorient (Morbihan ; France)
7949,"Saint-Barthélemy, Île",Lorient ,,Lorient (Saint-BarthélemyÎle)
7950,Charente-Maritime ; France,Lorignac ,,Lorignac (Charente-Maritime ; France)
7951,Deux-Sèvres ; France,Lorigné ,,Lorigné (Deux-Sèvres ; France)
7952,France,Lorraine,Région géographique ,LorraineRégion géographique (France)
7953,Louisiane ; États-Unis,Los Adaes ,,Los Adaes (Louisiane ; États-Unis)
7954,France,Lot-et-Garonne,Département ,Lot-et-GaronneDépartement (France)
7955,Canada,Lotbinière,Seigneurie ,LotbinièreSeigneurie (Canada)
7956,France,Lot,Cours d\'eau ,LotCours d\eau (France)
7957,France,Lot,Département ,LotDépartement (France)
7958,Algérie,Louach,Cours d\'eau ,LouachCours d\eau (Algérie)
7959,Bénin,Louba ,,Louba (Bénin)
7960,Gironde ; France,Loubens ,,Loubens (Gironde ; France)
7961,Gers ; France,Loubersan ,,Loubersan (Gers ; France)
7962,Lot-et-Garonne ; France,Loubès-Bernac ,,Loubès-Bernac (Lot-et-Garonne ; France)
7963,Deux-Sèvres ; France,Loubillé ,,Loubillé (Deux-Sèvres ; France)
7964,République du Congo,Loubomo,Cours d\'eau ,LoubomoCours d\eau (République du Congo)
7965,République du Congo,Loubomo ,,Loubomo (République du Congo)
7966,Algérie,Loudalouze ,,Loudalouze (Algérie)
7967,Côtes-d\'Armor ; France,Loudéac ,,Loudéac (Côtes-d\Armor ; France)
7968,République du Congo,Loudima/Pointe-Noire,Voie ferrée ,Loudima/Pointe-NoireVoie ferrée (République du Congo)
7969,République du Congo,Loudima,Cours d\'eau ,LoudimaCours d\eau (République du Congo)
7970,République du Congo,Loudima ,,Loudima (République du Congo)
7971,République du Congo,Loudima,Subdivision ,LoudimaSubdivision (République du Congo)
7972,Tennessee ; États-Unis,Loudon,Fort ,LoudonFort (Tennessee ; États-Unis)
7973,Tennessee ; États-Unis,Loudoun,Fort ,LoudounFort (Tennessee ; États-Unis)
7974,Vienne ; France,Loudun ,,Loudun (Vienne ; France)
7975,Sarthe ; France,Loué ,,Loué (Sarthe ; France)
7976,Sénégal,Louga,Cercle ,LougaCercle (Sénégal)
7977,Sénégal,Louga ,,Louga (Sénégal)
7978,Bénin,Lougba ,,Lougba (Bénin)
7979,Algérie,Lougman ,,Lougman (Algérie)
7980,Algérie,Louhou ,,Louhou (Algérie)
7981,Corrèze ; France,Louignac ,,Louignac (Corrèze ; France)
7982,"Cap-Breton, Île du",Louisbourg ,,Louisbourg (Cap-BretonÎle du)
7983,Canada,Louiseville ,,Louiseville (Canada)
7984,,Louisiane,Colonie espagnole',LouisianeColonie espagnole
7985,,Louisiane,Colonie française',LouisianeColonie française
7986,États-Unis,Louisiane,État ,LouisianeÉtat (États-Unis)
7987,Biloxi ; Mississippi ; États-Unis,Louis,Fort ,LouisFort (Biloxi ; Mississippi ; États-Unis)
7988,"Fort-de-France ; Martinique, Île de la",Louis,Fort ,LouisFort (Fort-de-France ; MartiniqueÎle de la)
7989,"Le Gosier ; Guadeloupe, Île de la",Louis,Fort ,LouisFort (Le Gosier ; GuadeloupeÎle de la)
7990,Mobile ; Alabama ; États-Unis,Louis,Fort ,LouisFort (Mobile ; Alabama ; États-Unis)
7991,République du Congo,Loukoléla ,,Loukoléla (République du Congo)
7992,République du Congo,Loulombo ,,Loulombo (République du Congo)
7993,Cameroun,Loum/Manjo,Route ,Loum/ManjoRoute (Cameroun)
7994,Cameroun,Loum/N\'Kongsamba,Route ,Loum/N\KongsambaRoute (Cameroun)
7995,Hérault ; France,Loupian ,,Loupian (Hérault ; France)
7996,Hautes-Pyrénées ; France,Lourdes ,,Lourdes (Hautes-Pyrénées ; France)
7997,Algérie,Lourmel ,,Lourmel (Algérie)
7998,République du Congo,Loussala ,,Loussala (République du Congo)
7999,République du Congo,Loutété ,,Loutété (République du Congo)
8000,Belgique,Louvain ,,Louvain (Belgique)
8001,Haute-Marne ; France,Louvemont ,,Louvemont (Haute-Marne ; France)
8002,Ardennes ; France,Louvergny ,,Louvergny (Ardennes ; France)
8003,Eure ; France,Louviers ,,Louviers (Eure ; France)
8004,Nord ; France,Louvignies-Quesnoy ,,Louvignies-Quesnoy (Nord ; France)
8005,Moselle ; France,Louvigny ,,Louvigny (Moselle ; France)
8006,République du Congo,Louvila ,,Louvila (République du Congo)
8007,Thaïlande,Louvo ,,Louvo (Thaïlande)
8008,Val-d\'Oise ; France,Louvres ,,Louvres (Val-d\Oise ; France)
8009,Algérie,Loverdo ,,Loverdo (Algérie)
8010,Djibouti,Loyada ,,Loyada (Djibouti)
8011,"Nouvelle-Calédonie, Île de la",Loyauté,Îles ,LoyautéÎles (Nouvelle-CalédonieÎle de la)
8012,Remire-Monjoly ; Guyane française,Loyola,Habitation ,LoyolaHabitation (Remire-Monjoly ; Guyane française)
8013,Côte d\'Ivoire,Loza,Lagune de ,LozaLagune de (Côte d\Ivoire)
8014,France,Lozère,Département ,LozèreDépartement (France)
8015,Angola,Luanda ,,Luanda (Angola)
8016,Laos/Vietnam,Luang Prabang/Phu Dien,Route ,Luang Prabang/Phu DienRoute (Laos/Vietnam)
8017,Laos,Luang Prabang/Vientiane,Route ,Luang Prabang/VientianeRoute (Laos)
8018,Laos,Luang Prabang ,,Luang Prabang (Laos)
8019,Laos,Luang Prabang,Province ,Luang PrabangProvince (Laos)
8020,Laos,Luang Prabang,Royaume ,Luang PrabangRoyaume (Laos)
8021,Indre ; France,Luant ,,Luant (Indre ; France)
8022,Pologne,Lublin ,,Lublin (Pologne)
8023,République démocratique du Congo,Lubumbashi ,,Lubumbashi (République démocratique du Congo)
8024,Guyane française,Lucas,Montagne ,LucasMontagne (Guyane française)
8025,Suisse,Lucerne ,,Lucerne (Suisse)
8026,Algérie,Lucet ,,Lucet (Algérie)
8027,Inde,Lucknow ,,Lucknow (Inde)
8028,Vendée ; France,Luçon ,,Luçon (Vendée ; France)
8029,Vietnam,Luc Nam,Province ,Luc NamProvince (Vietnam)
8030,Vietnam,Luc Yen ,,Luc Yen (Vietnam)
8031,Gironde ; France,Ludon-Médoc ,,Ludon-Médoc (Gironde ; France)
8032,Allemagne,Lübeck ,,Lübeck (Allemagne)
8033,Landes ; France,Luglon ,,Luglon (Landes ; France)
8034,Haute-Corse ; France,Lugo-di-Nazza ,,Lugo-di-Nazza (Haute-Corse ; France)
8035,Haute-Savoie ; France,Lugrin ,,Lugrin (Haute-Savoie ; France)
8036,Nigeria,Lukodja ,,Lukodja (Nigeria)
8037,Haute-Corse ; France,Lumio ,,Lumio (Haute-Corse ; France)
8038,Hérault ; France,Lunel ,,Lunel (Hérault ; France)
8039,Meurthe-et-Moselle ; France,Lunéville ,,Lunéville (Meurthe-et-Moselle ; France)
8040,Vietnam,Luong Quan ,,Luong Quan (Vietnam)
8041,Vietnam,Luong Tam ,,Luong Tam (Vietnam)
8042,Vietnam,Luong Yen ,,Luong Yen (Vietnam)
8043,Haute-Saône ; France,Lure ,,Lure (Haute-Saône ; France)
8044,Loire ; France,Luré ,,Luré (Loire ; France)
8045,Vienne ; France,Lusignan ,,Lusignan (Vienne ; France)
8046,Canada,Lussaudière,Seigneurie ,LussaudièreSeigneurie (Canada)
8047,Algérie,Lutaud ,,Lutaud (Algérie)
8048,Moselle ; France,Luttange ,,Luttange (Moselle ; France)
8049,,Luxembourg',,Luxembourg
8050,Haute-Saône ; France,Luxeuil-les-Bains ,,Luxeuil-les-Bains (Haute-Saône ; France)
8051,Haute-Saône ; France,Luxeuil ,,Luxeuil (Haute-Saône ; France)
8052,Val-d’Oise ; France,Luzarches ,,Luzarches (Val-d’Oise ; France)
8053,Suisse,Luzern ,,Luzern (Suisse)
8054,"Philippines, Archipel des",Luzon,Île ,LuzonÎle (PhilippinesArchipel des)
8055,Haute-Marne ; France,Luzy-sur-Marne ,,Luzy-sur-Marne (Haute-Marne ; France)
8056,Maroc,Lyautey ,,Lyautey (Maroc)
8057,Nord ; France,Lynde ,,Lynde (Nord ; France)
8058,Sénégal,Lyndiane ,,Lyndiane (Sénégal)
8059,France,Lyonnais,Région géographique ,LyonnaisRégion géographique (France)
8060,Eure ; France,Lyons-la-Forêt ,,Lyons-la-Forêt (Eure ; France)
8061,Rhône ; France,Lyon ,,Lyon (Rhône ; France)
8062,"Martinique, Île de la",L\'Abîme ,,L\Abîme (MartiniqueÎle de la)
8063,"Léogane ; Saint-Domingue, Île de",L\'Acul ,,L\Acul (Léogane ; Saint-DomingueÎle de)
8064,"Saint-Domingue, Île de",L\'Acul ,,L\Acul (Saint-DomingueÎle de)
8065,Alger ; Algérie,L\'Agha,Quartier ,L\AghaQuartier (Alger ; Algérie)
8066,La Verrière ; Yvelines ; France,L\'Agiot ,,L\Agiot (La Verrière ; Yvelines ; France)
8067,Orne ; France,L\'Aigle ,,L\Aigle (Orne ; France)
8068,"Martinique, Île de la",L\'Ajoupa-Bouillon ,,L\Ajoupa-Bouillon (MartiniqueÎle de la)
8069,Pyrénées-Orientales ; France,L\'Albère ,,L\Albère (Pyrénées-Orientales ; France)
8070,Algérie,L\'Alelik ,,L\Alelik (Algérie)
8071,Haut-Rhin ; France,L\'Allemand-Rombach ,,L\Allemand-Rombach (Haut-Rhin ; France)
8072,Algérie,L\'Alma ,,L\Alma (Algérie)
8073,Canada,L\'Anse-au-Loup ,,L\Anse-au-Loup (Canada)
8074,Algérie,L\'Arba ,,L\Arba (Algérie)
8075,"Saint-Domingue, Île de",L\'Arcahaye ,,L\Arcahaye (Saint-DomingueÎle de)
8076,"Saint-Domingue, Île de",L\'Asile ,,L\Asile (Saint-DomingueÎle de)
8077,Canada,L\'Assomption,Cours d\'eau ,L\AssomptionCours d\eau (Canada)
8078,Canada,L\'Assomption,Seigneurie ,L\AssomptionSeigneurie (Canada)
8079,"Guadeloupe, Île de la",L\'Espérance,Montagne de ,L\EspéranceMontagne de (GuadeloupeÎle de la)
8080,"Saint-Domingue, Île de",L\'Ester ,,L\Ester (Saint-DomingueÎle de)
8081,"Réunion, Île de la",L\'Étang-Salé ,,L\Étang-Salé (RéunionÎle de la)
8082,Algérie,L\'Hillil ,,L\Hillil (Algérie)
8083,Gers ; France,L\'Isle-de-Noé ,,L\Isle-de-Noé (Gers ; France)
8084,Gers ; France,L\'Isle-Jourdain ,,L\Isle-Jourdain (Gers ; France)
8085,Vaucluse ; France,L\'Isle-sur-la-Sorgue ,,L\Isle-sur-la-Sorgue (Vaucluse ; France)
8086,Canada,L\'Islet,Seigneurie ,L\IsletSeigneurie (Canada)
8087,Morbihan ; France,L\'Orient ,,L\Orient (Morbihan ; France)
8088,Algérie,L\'Ouarsenis,Commune mixte ,L\OuarsenisCommune mixte (Algérie)
8089,"Le Gosier ; Guadeloupe, Île de la",L\'Union,Fort ,L\UnionFort (Le Gosier ; GuadeloupeÎle de la)
8090,Isère ; France,L’Alpe-d’Huez ,,L’Alpe-d’Huez (Isère ; France)
8091,Algérie,L’Arbaa Naït Irathen ,,L’Arbaa Naït Irathen (Algérie)
8092,Algérie,L’Hillil,Commune mixte ,L’HillilCommune mixte (Algérie)
8093,Algérie,Maâdid ,,Maâdid (Algérie)
8094,Algérie,Maâdid,Commune mixte ,MaâdidCommune mixte (Algérie)
8095,Algérie,Maâlla ,,Maâlla (Algérie)
8096,Algérie,Maâtka ,,Maâtka (Algérie)
8097,Algérie,Maâziz ,,Maâziz (Algérie)
8098,République du Congo,Mabirou,Subdivision ,MabirouSubdivision (République du Congo)
8099,Algérie,Mac-Mahon ,,Mac-Mahon (Algérie)
8100,Algérie,Mac-Mahon,Fort ,Mac-MahonFort (Algérie)
8101,"Le Marin ; Martinique, Île de la",Macabout ,,Macabout (Le Marin ; MartiniqueÎle de la)
8102,"Le Marin ; Martinique, Île de la",Macabou ,,Macabou (Le Marin ; MartiniqueÎle de la)
8103,Chine,Macao ,,Macao (Chine)
8104,Brésil,Macapa ,,Macapa (Brésil)
8105,Brésil,Macary,Cours d\'eau ,MacaryCours d\eau (Brésil)
8106,Brésil,Macary,Lac ,MacaryLac (Brésil)
8107,Brésil,Macary,Poste ,MacaryPoste (Brésil)
8108,Chine,Macau ,,Macau (Chine)
8109,Algérie,Macdonald ,,Macdonald (Algérie)
8110,,Macédoine',,Macédoine
8111,Franklin ; Pennsylvanie ; États-Unis,Machault,Fort ,MachaultFort (Franklin ; Pennsylvanie ; États-Unis)
8112,Inde,Machilipatnam ,,Machilipatnam (Inde)
